id,char,gender,genre,title,line_count,pkey
784,IKE (cont'd),M,Romance,runawaybride,128,ike_(cont'd)-runawaybride
785,SOMMERFIELD,,Horror,bladetrinity,100,sommerfield-bladetrinity
786,LOC RHOD,,Comedy,fifthelementthe,257,loc_rhod-fifthelementthe
787,ARAGORN,M,Action,lordoftheringsfellowshipoftheringthe,142,aragorn-lordoftheringsfellowshipoftheringthe
788,BEGIN TITLES.,NA,Thriller,suspectzero,21,begin_titles.-suspectzero
789,MANTIS,,Family,kungfupanda,47,mantis-kungfupanda
790,CHOI YAN LEE,,Crime,onlygodforgives,23,choi_yan_lee-onlygodforgives
791,OTIS,,Horror,houseof1000corpses,235,otis-houseof1000corpses
792,MATER,M,Action,cars2,830,mater-cars2
793,AGENT,,Thriller,spartan,26,agent-spartan
794,DAVE,,Drama,littleathens,83,dave-littleathens
795,BUMBLEBEE,,Family,transformersthemovie,21,bumblebee-transformersthemovie
796,LAURA,F,Crime,fatalinstinct,289,laura-fatalinstinct
797,LUDLOW (cont'd),,Thriller,jurassicparkthelostworld,61,ludlow_(cont'd)-jurassicparkthelostworld
798,ASSUNTA,,Drama,musicoftheheart,78,assunta-musicoftheheart
799,BOB ANDERS,M,Thriller,argo,27,bob_anders-argo
800,VULTAN,,Fantasy,flashgordon,75,vultan-flashgordon
801,RANDY,,Romance,airplane,126,randy-airplane
802,BANE,M,Action,darkknightrisesthe,364,bane-darkknightrisesthe
803,VIRGIL,,Action,tombstone,138,virgil-tombstone
804,MOTHER,F,Drama,pianistthe,70,mother-pianistthe
805,- - P L E A S U R E PARTNER SELECTED; PROGRAM COMMENCING...,NA,Thriller,islandthe,32,-_-_p_l_e_a_s_u_r_e_partner_selected;_program_commencing...-islandthe
806,DOUG,,Thriller,jacobsladder,35,doug-jacobsladder
807,AVA,,Thriller,lordofwar,181,ava-lordofwar
808,SOLDIER,,Action,getawaythe,31,soldier-getawaythe
809,DEANNA,F,Sci-Fi,startreknemesis,125,deanna-startreknemesis
810,RAQUEL,,Horror,losthighway,22,raquel-losthighway
811,COWBOY (cont'd),M,Thriller,mulhollanddrive,28,cowboy_(cont'd)-mulhollanddrive
812,(OC),NA,Drama,badlieutenant,30,(oc)-badlieutenant
813,MOTHER,F,Family,itsawonderfullife,31,mother-itsawonderfullife
814,BARTHA,,Drama,sweetsmellofsuccess,60,bartha-sweetsmellofsuccess
815,CHOIR TEACHER,,Comedy,americanpie,25,choir_teacher-americanpie
816,MANAGER,,Drama,americangraffiti,73,manager-americangraffiti
817,ISHERWOOD,,Action,rockthe,31,isherwood-rockthe
818,DRUNK,,Romance,birdsthe,33,drunk-birdsthe
819,MARIA,F,Drama,philadelphia,25,maria-philadelphia
820,HANS,,Comedy,frozendisney,226,hans-frozendisney
821,HAHN,,Drama,changeling,153,hahn-changeling
822,O-REN (JAPANESE),,Thriller,killbillvolume12,64,o-ren_(japanese)-killbillvolume12
823,DOM PAULO,,Comedy,beinghuman,261,dom_paulo-beinghuman
824,DEUTSCH,,Thriller,bartonfink,71,deutsch-bartonfink
825,HENRY,M,Thriller,stuntmanthe,80,henry-stuntmanthe
826,PATRICK,M,Romance,faultinourstarsthe,37,patrick-faultinourstarsthe
827,FATHER,M,Action,stuntmanthe,26,father-stuntmanthe
828,ROBBIE,,Adventure,waroftheworlds,202,robbie-waroftheworlds
829,DREW (cont'D),,Romance,meetjoeblack,22,drew_(cont'd)-meetjoeblack
830,GRACE,F,Action,avatar,434,grace-avatar
831,LAMAR,,Drama,silenceofthelambs,23,lamar-silenceofthelambs
832,NEWT,,Horror,aliens,140,newt-aliens
833,BANKY,M,Comedy,chasingamy,779,banky-chasingamy
834,JACK,M,Drama,revolutionaryroad,55,jack-revolutionaryroad
835,DOCTOR GILCHRIST,,Comedy,arsenicandoldlace,29,doctor_gilchrist-arsenicandoldlace
836,MOTHER,F,Biography,pianistthe,70,mother-pianistthe
837,MAN,M,Drama,anonymous,33,man-anonymous
838,BERNSTEIN,M,Drama,allthepresidentsmen,800,bernstein-allthepresidentsmen
839,TAVIS SMILEY,,Comedy,bamboozled,45,tavis_smiley-bamboozled
840,VINCE,,Musical,sisteract,231,vince-sisteract
841,LENORE,,Comedy,forrestgump,30,lenore-forrestgump
842,FRICK,,Action,batman2,29,frick-batman2
843,POOCH,,Action,losersthe,252,pooch-losersthe
844,DOC,,Western,baddayatblackrock,370,doc-baddayatblackrock
845,GENERAL GREY,M,Sci-Fi,independenceday,212,general_grey-independenceday
846,WYMAN,,Comedy,smokinaces,56,wyman-smokinaces
847,WILLIAM,M,Drama,braveheart,144,william-braveheart
848,PENNY LANE (cont'd),,Comedy,almostfamous,24,penny_lane_(cont'd)-almostfamous
849,HELEN,F,Sci-Fi,vforvendetta,253,helen-vforvendetta
850,KAUFMAN,,Horror,landofthedead,170,kaufman-landofthedead
851,RAY,,Drama,fieldofdreams,448,ray-fieldofdreams
852,YOUNG MAN,M,Mystery,biglebowskithe,60,young_man-biglebowskithe
853,HILDY,F,Romance,hisgirlfriday,1610,hildy-hisgirlfriday
854,SHELLEY,,Thriller,gothika,104,shelley-gothika
855,LEE (cont'd),,Crime,blackdahliathe,32,lee_(cont'd)-blackdahliathe
856,COUNT DOOKU,,Sci-Fi,starwarsattackoftheclones,110,count_dooku-starwarsattackoftheclones
857,VERONICA,F,Mystery,blackswan,38,veronica-blackswan
858,MOTHER,F,Drama,brokenembraces,47,mother-brokenembraces
859,DR. KEEGAN,,Romance,marty,61,dr._keegan-marty
860,BOEMAN,,Action,jasonx,255,boeman-jasonx
861,VOICE,,Crime,deepcover,25,voice-deepcover
862,AUTUMN,,Drama,programthe,187,autumn-programthe
863,DELONGPRE,,Thriller,jasonx,286,delongpre-jasonx
864,ALGREN,,Thriller,48hrs,28,algren-48hrs
865,HOST,,Drama,edwood,26,host-edwood
866,CHANI,,Sci-Fi,dune,37,chani-dune
867,MR. STERNER,M,Crime,serialmom,50,mr._sterner-serialmom
868,CHRISSY,F,Drama,moonstruck,42,chrissy-moonstruck
869,SMITH,,Comedy,mrblandingsbuildshisdreamhouse,93,smith-mrblandingsbuildshisdreamhouse
870,REPORTER,,Romance,wildatheart,26,reporter-wildatheart
871,GORGEGEORGE,,Comedy,snatch,46,gorgegeorge-snatch
872,SECRETARY,,Thriller,crowsalvationthe,48,secretary-crowsalvationthe
873,TINA,F,Adventure,jaws2,62,tina-jaws2
874,JOHN,M,Adventure,whitesquall,216,john-whitesquall
875,ROSALYN ROSENFELD,F,Crime,americanhustle,447,rosalyn_rosenfeld-americanhustle
876,CLARENCE,M,Fantasy,itsawonderfullife,269,clarence-itsawonderfullife
877,VOICE-OVER,,Romance,eternalsunshineofthespotlessmind,172,voice-over-eternalsunshineofthespotlessmind
878,LENNY MEYER,,Thriller,pi,251,lenny_meyer-pi
879,GRACE,F,Drama,horsewhispererthe,451,grace-horsewhispererthe
880,LYOSHA,,Thriller,mutewitness,53,lyosha-mutewitness
881,MARCO,,Crime,colombiana,257,marco-colombiana
882,ASHLY glances to the grave and sees LINDA's necklace on,NA,Fantasy,evildead,38,ashly_glances_to_the_grave_and_sees_linda's_necklace_on-evildead
883,SYDNEY,,Romance,zerophilia,373,sydney-zerophilia
884,PHARMACIST,,Thriller,signs,24,pharmacist-signs
885,FRANK,M,Drama,asgoodasitgets,138,frank-asgoodasitgets
886,SWANN,,Fantasy,lordofillusions,230,swann-lordofillusions
887,CHRIS,,Thriller,walkingtall,394,chris-walkingtall
888,SOLOMON,,Mystery,redridinghood,79,solomon-redridinghood
889,CHESWICK,,Drama,oneflewoverthecuckoosnest,81,cheswick-oneflewoverthecuckoosnest
890,HOSTESS,F,Drama,bachelorpartythe,21,hostess-bachelorpartythe
891,KEITH,M,Crime,getcarter,90,keith-getcarter
892,TEE PEE,,Drama,jerrymaguire,39,tee_pee-jerrymaguire
893,MARGARET,F,Drama,senseandsensibility,122,margaret-senseandsensibility
894,JUNO,F,Drama,juno,1208,juno-juno
895,ZAINAB,,Drama,visitorthe,278,zainab-visitorthe
896,WOODY (VOICE BOX),M,Fantasy,toystory,43,woody_(voice_box)-toystory
897,B&B,,Animation,beavisandbuttheaddoamerica,60,b&b-beavisandbuttheaddoamerica
898,AARON,M,Comedy,broadcastnews,856,aaron-broadcastnews
899,TRUMAN,M,Drama,trumanshowthe,794,truman-trumanshowthe
900,KENNY,,Musical,detroitrockcity,83,kenny-detroitrockcity
901,FILLMORE,,Action,cars2,22,fillmore-cars2
902,ELINOR,F,Comedy,senseandsensibility,693,elinor-senseandsensibility
903,MOTHER,F,Romance,barrylyndon,90,mother-barrylyndon
904,COP,,Action,batman2,24,cop-batman2
905,DAD,M,Drama,warhorse,94,dad-warhorse
906,LAMAR,,Horror,silenceofthelambs,23,lamar-silenceofthelambs
907,ARCH,,Crime,fatalinstinct,84,arch-fatalinstinct
908,SOL,,Romance,amour,76,sol-amour
909,PETE,M,Mystery,lonestar,44,pete-lonestar
910,HOLLOWAY,,Sci-Fi,prometheus,359,holloway-prometheus
911,AMADO,,Mystery,lonestar,63,amado-lonestar
912,LAZARUS,M,Drama,blacksnakemoan,1055,lazarus-blacksnakemoan
913,SLIDER,,Drama,topgun,23,slider-topgun
914,JAG LAWYER,,Mystery,basic,23,jag_lawyer-basic
915,AIDE,,Adventure,airforceone,36,aide-airforceone
916,VITTORIA (cont'd),F,Mystery,angelsdemons,43,vittoria_(cont'd)-angelsdemons
917,KNIGHT,,Drama,seventhsealthe,324,knight-seventhsealthe
918,MILLER,M,Thriller,eventhorizon,773,miller-eventhorizon
919,MYSTERY MAN,M,Crime,nickoftime,56,mystery_man-nickoftime
920,KAREN,,Drama,punchdrunklove,28,karen-punchdrunklove
921,PINA,,Thriller,brokenembraces,105,pina-brokenembraces
922,MR. FELDMAN,M,Comedy,edwood,41,mr._feldman-edwood
923,CUT BACK TO:,NA,Action,cellular,37,cut_back_to:-cellular
924,MITCHELL,,Crime,boondocksaintsthe,27,mitchell-boondocksaintsthe
925,MAYFIELD,,Drama,arbitrage,48,mayfield-arbitrage
926,GRINDLE,,Thriller,backdraft,71,grindle-backdraft
927,GREGOR,M,Thriller,ronin,214,gregor-ronin
928,BLANE,,Thriller,heist,318,blane-heist
929,MYSTERY MAN,M,Horror,losthighway,31,mystery_man-losthighway
930,(JAFAR looks down questioningly) You wanted to be a geni,NA,Fantasy,aladdin,26,(jafar_looks_down_questioningly)_you_wanted_to_be_a_geni-aladdin
931,PATRICK,M,War,barrylyndon,52,patrick-barrylyndon
932,DUKE HAMMOND,M,Drama,snowwhiteandthehuntsman,23,duke_hammond-snowwhiteandthehuntsman
933,FANUCCI,,Drama,godfatherpartii,92,fanucci-godfatherpartii
934,STANDARD,,Crime,drive,75,standard-drive
935,OMITTED,NA,Horror,grudgethe,44,omitted-grudgethe
936,RANDALL,,Action,crowsalvationthe,71,randall-crowsalvationthe
937,NARRATOR,,Family,sandlotkidsthe,251,narrator-sandlotkidsthe
938,PRINCESS SHCHERBATSKY,F,Drama,annakarenina,21,princess_shcherbatsky-annakarenina
939,OLD MAN,M,Adventure,logansrun,116,old_man-logansrun
940,LANCE,M,Comedy,battleofshakerheightsthe,99,lance-battleofshakerheightsthe
941,RED,,Crime,pineappleexpress,245,red-pineappleexpress
942,GINO,,Crime,bound,56,gino-bound
943,CHLOE,F,Thriller,gothika,156,chloe-gothika
944,ROBERT STACK,,Drama,mumford,36,robert_stack-mumford
945,THUFIR,,Sci-Fi,dune,71,thufir-dune
946,DR. MARIA,F,Romance,faultinourstarsthe,30,dr._maria-faultinourstarsthe
947,DAD,M,Action,walkingtall,51,dad-walkingtall
948,ELAINE,F,Drama,simone,583,elaine-simone
949,CALLER,,Crime,stingthe,97,caller-stingthe
950,BARMAN,M,Romance,leavinglasvegas,26,barman-leavinglasvegas
951,CARLA,F,Comedy,evencowgirlsgettheblues,21,carla-evencowgirlsgettheblues
952,MRS. COOK,F,Comedy,mumford,60,mrs._cook-mumford
953,ROSANNA,F,Crime,manonfire,116,rosanna-manonfire
954,KID,,Thriller,xxx,23,kid-xxx
955,SUPERGIRL,F,Sci-Fi,supergirl,114,supergirl-supergirl
956,BELDAM,,Family,coraline,30,beldam-coraline
957,JAKE,M,Comedy,silverliningsplaybook,90,jake-silverliningsplaybook
958,DOCTOR #1,,Drama,americansplendor,27,doctor_#1-americansplendor
959,DOCTOR SHANNAN,,Thriller,takeshelter,47,doctor_shannan-takeshelter
960,GEORGE,M,Drama,zerodarkthirty,31,george-zerodarkthirty
961,(WHISPERING),NA,Drama,silverliningsplaybook,27,(whispering)-silverliningsplaybook
962,NORRINGTON,,Adventure,piratesofthecaribbean,258,norrington-piratesofthecaribbean
963,BARRETT,,Action,batman2,26,barrett-batman2
964,ALICIA,F,Fantasy,fantasticfour,50,alicia-fantasticfour
965,JOE (cont'd),M,Romance,mulhollanddrive,22,joe_(cont'd)-mulhollanddrive
966,KARL,M,Thriller,diehard,51,karl-diehard
967,BLAKE,M,Crime,darkknightrisesthe,417,blake-darkknightrisesthe
968,GANDHI'S VOICE,M,Drama,gandhi,34,gandhi's_voice-gandhi
969,QUINN,,Mystery,copycat,267,quinn-copycat
970,CESAIRE,,Mystery,redridinghood,38,cesaire-redridinghood
971,HAMM,,Comedy,toystory,87,hamm-toystory
972,A MAN,M,Romance,grandhotel,24,a_man-grandhotel
973,ANABEL,F,Action,mysterymen,23,anabel-mysterymen
974,ABIGAIL,F,Thriller,bladetrinity,91,abigail-bladetrinity
975,TEDDY,,Crime,arsenicandoldlace,199,teddy-arsenicandoldlace
976,STILLWELL,,Sci-Fi,prometheus,25,stillwell-prometheus
977,CARLSON,,Fantasy,kateleopold,105,carlson-kateleopold
978,JOHN DENVER,M,Thriller,finaldestination,29,john_denver-finaldestination
979,LINUS,M,Crime,oceanstwelve,206,linus-oceanstwelve
980,EDITH,F,Drama,5050,181,edith-5050
981,WAITRESS,F,Drama,leavinglasvegas,28,waitress-leavinglasvegas
982,MARC,M,War,battleofalgiersthe,22,marc-battleofalgiersthe
983,CLARENCE,M,Drama,itsawonderfullife,269,clarence-itsawonderfullife
984,VERONICA,F,Comedy,silverliningsplaybook,91,veronica-silverliningsplaybook
985,DENI,,Drama,walkingtall,52,deni-walkingtall
986,TAKA,,Drama,lastsamuraithe,50,taka-lastsamuraithe
987,MONK,M,Action,americanshaolinkingofkickboxersii,55,monk-americanshaolinkingofkickboxersii
988,ANNOUNCER,,Comedy,manonthemoon,31,announcer-manonthemoon
989,MIKKELSON,,Action,hostage,27,mikkelson-hostage
990,UNDERTAKER,,Comedy,grandtheftparsons,24,undertaker-grandtheftparsons
991,-- CHATTERING out -- on police hea,NA,Drama,drywhiteseasona,27,--_chattering_out_--_on_police_hea-drywhiteseasona
992,MCBRIDE,,Thriller,abyssthe,29,mcbride-abyssthe
993,DICK,M,Action,batman2,37,dick-batman2
994,LINDA,F,Drama,believerthe,35,linda-believerthe
995,RICHIE DIMASO,M,Crime,americanhustle,1040,richie_dimaso-americanhustle
996,ASLAN,M,Adventure,robinhoodprinceofthieves,321,aslan-robinhoodprinceofthieves
997,KELLY HOUGE,F,Action,fromdusktilldawn,93,kelly_houge-fromdusktilldawn
998,KELLY,F,Horror,promnight,25,kelly-promnight
999,WATSON,M,Drama,privatelifeofsherlockholmesthe,874,watson-privatelifeofsherlockholmesthe
1000,JIM,M,Crime,hardrain,350,jim-hardrain
1001,EVE,F,Thriller,faceoff,283,eve-faceoff
1002,BUNUEL,,Comedy,henryfool,70,bunuel-henryfool
1003,TREEBEARD,,Fantasy,lordoftheringsthetwotowers,30,treebeard-lordoftheringsthetwotowers
1004,MRS. SINGLEMAN,F,Romance,graduatethe,27,mrs._singleman-graduatethe
1005,EARRING,,Thriller,ticker,30,earring-ticker
1006,JOE,M,Thriller,mulhollanddrive,37,joe-mulhollanddrive
1007,MONICA,F,Action,mysterymen,160,monica-mysterymen
1008,BETTINA,F,Drama,castaway,50,bettina-castaway
1009,EGYPTOLOGIST,,Action,mummythe,33,egyptologist-mummythe
1010,GIBBS,,Thriller,airforceone,106,gibbs-airforceone
1011,DYLAN,M,Thriller,suspectzero,42,dylan-suspectzero
1012,ELIZABETH,F,Drama,godfatherpartiiithe,36,elizabeth-godfatherpartiiithe
1013,INGRID,F,Drama,americanthe,29,ingrid-americanthe
1014,CHICK,F,Music,purplerain,21,chick-purplerain
1015,CONTROLLER 2,,Sci-Fi,airplane2thesequel,42,controller_2-airplane2thesequel
1016,TOMMY,M,Thriller,carrie,470,tommy-carrie
1017,ASAD,,Action,bladeii,48,asad-bladeii
1018,PETERS,,Thriller,eventhorizon,246,peters-eventhorizon
1019,MEGA,,Adventure,tronlegacy,282,mega-tronlegacy
1020,"CAMERA PANS to show Nina among them, her excitement hardly more",,Adventure,stuntmanthe,28,"camera_pans_to_show_nina_among_them,_her_excitement_hardly_more-stuntmanthe"
1021,ABBOTT,,Adventure,bourneidentitythe,91,abbott-bourneidentitythe
1022,T.J.,,Action,someonetowatchoverme,56,t.j.-someonetowatchoverme
1023,WILL,M,Thriller,istillknowwhatyoudidlastsummer,269,will-istillknowwhatyoudidlastsummer
1024,CHERYL stops.,NA,Horror,evildead,25,cheryl_stops.-evildead
1025,ANCIENT SORTER,,Romance,hudsuckerproxythe,31,ancient_sorter-hudsuckerproxythe
1026,WOMAN'S VOICE,F,Action,legion,26,woman's_voice-legion
1027,NOAH,M,Sci-Fi,2012,78,noah-2012
1028,MARIN,,Comedy,somethingsgottagive,490,marin-somethingsgottagive
1029,KALLENBACH,,Drama,gandhi,52,kallenbach-gandhi
1030,KUNTSLER,,Drama,boondocksaints2allsaintsday,68,kuntsler-boondocksaints2allsaintsday
1031,QUEEN,,Adventure,heavymetal,60,queen-heavymetal
1032,COOLEY,,Comedy,hisgirlfriday,25,cooley-hisgirlfriday
1033,RANDOLPH,,Drama,afewgoodmen,156,randolph-afewgoodmen
1034,"TICKETS for the rides and games, past the Cotton-Candy Guy.",NA,Thriller,suspectzero,21,"tickets_for_the_rides_and_games,_past_the_cotton-candy_guy.-suspectzero"
1035,IKE,M,Action,tombstone,71,ike-tombstone
1036,KARL,M,Sci-Fi,darkcity,26,karl-darkcity
1037,THENARDIERS,,Drama,lesmiserables,29,thenardiers-lesmiserables
1038,ADA (VO - Scs 2 to 7),,Drama,pianothe,25,ada_(vo_-_scs_2_to_7)-pianothe
1039,CHAMBERS,,Comedy,cradle2thegrave,105,chambers-cradle2thegrave
1040,STANDARD,,Horror,alien,967,standard-alien
1041,MIRANDA (VO),F,Crime,rushhour,35,miranda_(vo)-rushhour
1042,HARRY,N,Family,itsawonderfullife,84,harry-itsawonderfullife
1043,RAY,N,Crime,hardrain,68,ray-hardrain
1044,LILLY,F,Action,perfectcreature,578,lilly-perfectcreature
1045,FRANK,M,Comedy,youvegotmail,259,frank-youvegotmail
1046,ALFREDO reacts like a wild,NA,Romance,cinemaparadiso,33,alfredo_reacts_like_a_wild-cinemaparadiso
1047,KEOUGH,,Thriller,lakeplacid,453,keough-lakeplacid
1048,LILY,F,Sci-Fi,hottubtimemachine,37,lily-hottubtimemachine
1049,D'ANGELO,,Film-Noir,sweetsmellofsuccess,205,d'angelo-sweetsmellofsuccess
1050,JANUSZ,,Drama,waybackthe,218,janusz-waybackthe
1051,RAMONA,F,Mystery,blackdahliathe,47,ramona-blackdahliathe
1052,CAMMERON,,Thriller,americanhistoryx,59,cammeron-americanhistoryx
1053,REX,,Animation,toystory,146,rex-toystory
1054,NATHAN,M,Thriller,longkissgoodnightthe,154,nathan-longkissgoodnightthe
1055,COSTA,,Horror,takinglives,511,costa-takinglives
1056,MRS. FEUR,F,Horror,whatliesbeneath,76,mrs._feur-whatliesbeneath
1057,CLERK,,Drama,schindlerslist,32,clerk-schindlerslist
1058,REINEMAN,,Romance,itsawonderfullife,33,reineman-itsawonderfullife
1059,RUWEE,,Adventure,starwarsattackoftheclones,26,ruwee-starwarsattackoftheclones
1060,CROWD,,Thriller,bodyguard,21,crowd-bodyguard
1061,SALLAH,,Action,indianajonesandthelastcrusade,82,sallah-indianajonesandthelastcrusade
1062,ALICE,F,Thriller,losthighway,169,alice-losthighway
1063,(CONTINUED),NA,Adventure,newyorkminute,176,(continued)-newyorkminute
1064,BART,M,Comedy,battleofshakerheightsthe,479,bart-battleofshakerheightsthe
1065,HELLER,,Biography,pianistthe,50,heller-pianistthe
1066,ENID,F,Drama,ghostworld,1517,enid-ghostworld
1067,SALLY,F,Mystery,blackdahliathe,41,sally-blackdahliathe
1068,DAPPER GENT,M,Crime,ronin,25,dapper_gent-ronin
1069,CLERK,,Drama,birdsthe,103,clerk-birdsthe
1070,BEN,M,Comedy,almostfamous,142,ben-almostfamous
1071,LANDLADY,F,Comedy,bountyhunterthe,31,landlady-bountyhunterthe
1072,RIZZO,,Sci-Fi,jasonx,417,rizzo-jasonx
1073,CHARLES,M,Thriller,super8,446,charles-super8
1074,RICHIE'S MOTHER,F,Drama,americanhustle,25,richie's_mother-americanhustle
1075,PAUL,M,Family,threemenandababy,64,paul-threemenandababy
1076,HADEN,,Thriller,48hrs,103,haden-48hrs
1077,BROOKS,,Mystery,thunderheart,31,brooks-thunderheart
1078,CASHIER,,Adventure,existenz,23,cashier-existenz
1079,WILL (cont'd),M,Thriller,istillknowwhatyoudidlastsummer,21,will_(cont'd)-istillknowwhatyoudidlastsummer
1080,ATTORNEY,,Horror,copycat,46,attorney-copycat
1081,WAITRESS,F,Romance,leavinglasvegas,28,waitress-leavinglasvegas
1082,GEORGE,M,Comedy,runawaybride,31,george-runawaybride
1083,SIDNEY,M,Drama,awakenings,41,sidney-awakenings
1084,BARTENDER,,Crime,suspectzero,28,bartender-suspectzero
1085,ERIC,M,Action,arcticblue,520,eric-arcticblue
1086,KENDRA,F,Drama,takeshelter,31,kendra-takeshelter
1087,NICK,M,Drama,itsawonderfullife,65,nick-itsawonderfullife
1088,PLUMED DWARF,,Drama,elephantmanthe,34,plumed_dwarf-elephantmanthe
1089,POLICEMAN,M,Thriller,brokenembraces,21,policeman-brokenembraces
1090,MATHILDA,F,Drama,battleofshakerheightsthe,28,mathilda-battleofshakerheightsthe
1091,ISAACS,,Mystery,hanna,26,isaacs-hanna
1092,CLERK,,Adventure,starman,27,clerk-starman
1093,MICHAEL,M,Romance,faultinourstarsthe,84,michael-faultinourstarsthe
1094,HAL,,Drama,longkissgoodnightthe,40,hal-longkissgoodnightthe
1095,BREE VOICE,F,Mystery,klute,25,bree_voice-klute
1096,FLEMMING,,Comedy,beavisandbuttheaddoamerica,189,flemming-beavisandbuttheaddoamerica
1097,TOM,M,Drama,doorsthe,100,tom-doorsthe
1098,WILLIAM,M,War,braveheart,144,william-braveheart
1099,COP,,Adventure,dumbanddumber,28,cop-dumbanddumber
1100,NEWSCASTER,,Action,badcountry,26,newscaster-badcountry
1101,A Mercury is a good car and that's,NA,Drama,slingblade,31,a_mercury_is_a_good_car_and_that's-slingblade
1102,LAURA,F,Adventure,2012,82,laura-2012
1103,ERNESTO JUNIOR,,Drama,brokenembraces,48,ernesto_junior-brokenembraces
1104,BASIL EXPOSITION,,Action,austinpowersthespywhoshaggedme,120,basil_exposition-austinpowersthespywhoshaggedme
1105,MAGGIE,F,Crime,thunderheart,142,maggie-thunderheart
1106,ANDY,M,Thriller,jaws2,182,andy-jaws2
1107,LEE (cont'd),,Mystery,blackdahliathe,32,lee_(cont'd)-blackdahliathe
1108,HIPPIE ASSHOLE,,Comedy,haroldandkumargotowhitecastle,55,hippie_asshole-haroldandkumargotowhitecastle
1109,THE PATIENT (,,Romance,englishpatientthe,21,the_patient_(-englishpatientthe
1110,SUSHI CHEF (ENGLISH),,Thriller,killbillvolume12,63,sushi_chef_(english)-killbillvolume12
1111,TRAN,,Crime,strangedays,112,tran-strangedays
1112,TOM,M,Thriller,babel,86,tom-babel
1113,YOUNG COP,,Crime,maxpayne,27,young_cop-maxpayne
1114,PILAR,,Drama,lonestar,375,pilar-lonestar
1115,MCCABE,,Drama,kingofcomedythe,21,mccabe-kingofcomedythe
1116,SHEIK,M,Drama,babel,34,sheik-babel
1117,LIZ,F,Sci-Fi,hellboy,166,liz-hellboy
1118,BROOKE,F,Adventure,jaws2,83,brooke-jaws2
1119,PLOG,,Drama,seventhsealthe,150,plog-seventhsealthe
1120,EXECUTIVE 1,,Comedy,simone,21,executive_1-simone
1121,SISTER ANGELINA,F,Romance,airplane,24,sister_angelina-airplane
1122,SCOTT,,Romance,celestejesseforever,42,scott-celestejesseforever
1123,CLAUDE,,Crime,killingzoe,132,claude-killingzoe
1124,TERMINATOR,,Romance,terminator,59,terminator-terminator
1125,TRACY (VO),,Comedy,election,127,tracy_(vo)-election
1126,MALE VOICE (over),M,Adventure,ghostandthedarknessthe,27,male_voice_(over)-ghostandthedarknessthe
1127,DR. ROYCE,,Romance,laboroflove,29,dr._royce-laboroflove
1128,KODAK,,Romance,americanpresidentthe,114,kodak-americanpresidentthe
1129,RUDY,,Crime,getawaythe,136,rudy-getawaythe
1130,(CONTINUED),NA,Thriller,getawaythe,146,(continued)-getawaythe
1131,TED,M,Thriller,sphere,291,ted-sphere
1132,EDWARD,M,Comedy,prettywomanfinalscript,1046,edward-prettywomanfinalscript
1133,PATRICIA,F,Drama,confessionsofadangerousmind,118,patricia-confessionsofadangerousmind
1134,FLASH,,Sci-Fi,spiderman,108,flash-spiderman
1135,COATES,,Thriller,laconfidential,42,coates-laconfidential
1136,ISABELLA (cont'd),F,Crime,miamivice,25,isabella_(cont'd)-miamivice
1137,LENA,F,Drama,punchdrunklove,336,lena-punchdrunklove
1138,I-BEEM,,Adventure,tronlegacy,82,i-beem-tronlegacy
1139,DENI,,Thriller,walkingtall,52,deni-walkingtall
1140,LARRY,M,Romance,colorofnight,39,larry-colorofnight
1141,TRACY,F,Horror,whenastrangercalls,126,tracy-whenastrangercalls
1142,TOOTH MAN,,Drama,lesmiserables,21,tooth_man-lesmiserables
1143,CANCE,,Thriller,lifeofdavidgalethe,241,cance-lifeofdavidgalethe
1144,BETSY,F,Comedy,beinghuman,232,betsy-beinghuman
1145,DR. SANGER (cont'd),,Thriller,islandthe,24,dr._sanger_(cont'd)-islandthe
1146,JULIET (CONT.),F,Romance,romeojuliet,52,juliet_(cont.)-romeojuliet
1147,(MORE),NA,Drama,americanhustle,22,(more)-americanhustle
1148,DMITRI (CONT.),M,Animation,anastasia,41,dmitri_(cont.)-anastasia
1149,PADRE,,Action,machete,74,padre-machete
1150,MR. REINDEER,M,Thriller,wildatheart,31,mr._reindeer-wildatheart
1151,KRISTINA,F,Drama,blow,65,kristina-blow
1152,FOR US...,,Horror,dawnofthedead,24,for_us...-dawnofthedead
1153,AMANDA,F,Comedy,burningannie,37,amanda-burningannie
1154,PRINCESS MYAGKAYA,F,Drama,annakarenina,31,princess_myagkaya-annakarenina
1155,TRUCKER,,Action,xxx,22,trucker-xxx
1156,PORTER,,Sci-Fi,aliennation,27,porter-aliennation
1157,(TO BEN),NA,Drama,knockedup,41,(to_ben)-knockedup
1158,LANGE,,Horror,hellraiserhellseeker,115,lange-hellraiserhellseeker
1159,ANNOUNCER,,Comedy,deathtosmoochy,32,announcer-deathtosmoochy
1160,CAB DRIVER,,Thriller,killingzoe,58,cab_driver-killingzoe
1161,VITELLI,,Crime,godfather,30,vitelli-godfather
1162,WOMAN,F,Comedy,fargo,40,woman-fargo
1163,ANDREW,M,Thriller,blackswan,31,andrew-blackswan
1164,MARLON,,Drama,trumanshowthe,226,marlon-trumanshowthe
1165,JACK,M,Romance,ciderhouserulesthe,32,jack-ciderhouserulesthe
1166,MILTON MEAD,,Comedy,hospitalthe,113,milton_mead-hospitalthe
1167,BONTECOU,,Fantasy,meetjoeblack,22,bontecou-meetjoeblack
