id,Char,gender,Genre,Title,line_count,pkey
3065,ZOE,F,Romance,somethingsgottagive,89,zoe-somethingsgottagive
3066,MARIN,F,Romance,somethingsgottagive,490,marin-somethingsgottagive
3067,RICA,F,Romance,somethingsgottagive,30,rica-somethingsgottagive
3068,ULIAN,M,Romance,somethingsgottagive,23,ulian-somethingsgottagive
3069,JULIAN,M,Romance,somethingsgottagive,385,julian-somethingsgottagive
3070,ARRY,M,Romance,somethingsgottagive,36,arry-somethingsgottagive
3071,ERICA,F,Romance,somethingsgottagive,1125,erica-somethingsgottagive
3072,HARRY,M,Romance,somethingsgottagive,1329,harry-somethingsgottagive
3073,CUSTOMER,NA,Romance,highfidelity,33,customer-highfidelity
3074,USA.  About a girl who's left town,NA,Romance,highfidelity,21,usa.__about_a_girl_who's_left_town-highfidelity
3075,IAN,M,Romance,highfidelity,54,ian-highfidelity
3076,CHARLIE,M,Romance,highfidelity,66,charlie-highfidelity
3077,VINCE,M,Romance,highfidelity,30,vince-highfidelity
3078,ROB,M,Romance,highfidelity,2165,rob-highfidelity
3079,LAURA,F,Romance,highfidelity,656,laura-highfidelity
3080,BARRY,M,Romance,highfidelity,447,barry-highfidelity
3081,BRIDGET,F,Romance,prettywomanfinalscript,22,bridget-prettywomanfinalscript
3082,HOLLISTER,M,Romance,prettywomanfinalscript,55,hollister-prettywomanfinalscript
3083,SALESWOMAN # 1,F,Romance,prettywomanfinalscript,25,saleswoman_#_1-prettywomanfinalscript
3084,DAVID M,M,Romance,prettywomanfinalscript,26,david_m-prettywomanfinalscript
3085,ANNOUNCER (voice over from the P.A.),NA,Romance,prettywomanfinalscript,26,announcer_(voice_over_from_the_p.a.)-prettywomanfinalscript
3086,CARLOS,M,Romance,prettywomanfinalscript,27,carlos-prettywomanfinalscript
3087,PHILIP (voice over on the phone),M,Romance,prettywomanfinalscript,27,philip_(voice_over_on_the_phone)-prettywomanfinalscript
3088,JAMES M,M,Romance,prettywomanfinalscript,56,james_m-prettywomanfinalscript
3089,PHILIP,M,Romance,prettywomanfinalscript,301,philip-prettywomanfinalscript
3090,VIVIAN (voice over),F,Romance,prettywomanfinalscript,35,vivian_(voice_over)-prettywomanfinalscript
3091,BARNEY,M,Romance,prettywomanfinalscript,161,barney-prettywomanfinalscript
3092,KIT,F,Romance,prettywomanfinalscript,208,kit-prettywomanfinalscript
3093,VIVIAN,F,Romance,prettywomanfinalscript,1012,vivian-prettywomanfinalscript
3094,LYRICS,NA,Romance,prettywomanfinalscript,157,lyrics-prettywomanfinalscript
3095,GRAMMY,F,Romance,shesoutofmyleague,61,grammy-shesoutofmyleague
3096,WAITER,NA,Romance,shesoutofmyleague,23,waiter-shesoutofmyleague
3097,JACK,M,Romance,shesoutofmyleague,32,jack-shesoutofmyleague
3098,DEVON,M,Romance,shesoutofmyleague,46,devon-shesoutofmyleague
3099,FULLER,M,Romance,shesoutofmyleague,53,fuller-shesoutofmyleague
3100,WILLY,M,Romance,shesoutofmyleague,28,willy-shesoutofmyleague
3101,MAURY,M,Romance,shesoutofmyleague,35,maury-shesoutofmyleague
3102,RON,M,Romance,shesoutofmyleague,36,ron-shesoutofmyleague
3103,TINA,F,Romance,shesoutofmyleague,22,tina-shesoutofmyleague
3104,MARNIE,F,Romance,shesoutofmyleague,97,marnie-shesoutofmyleague
3105,STAINER,M,Romance,shesoutofmyleague,558,stainer-shesoutofmyleague
3106,ERIC,M,Romance,shesoutofmyleague,148,eric-shesoutofmyleague
3107,BILLY JOEL,M,Romance,shesoutofmyleague,27,billy_joel-shesoutofmyleague
3108,PATTY,F,Romance,shesoutofmyleague,115,patty-shesoutofmyleague
3109,MOLLY,F,Romance,shesoutofmyleague,484,molly-shesoutofmyleague
3110,TALON,NA,Romance,shesoutofmyleague,93,talon-shesoutofmyleague
3111,ALEX,M,Romance,yesman,27,alex-yesman
3112,WAITRESS,F,Romance,yesman,43,waitress-yesman
3113,BANK CUSTOMER,NA,Romance,yesman,41,bank_customer-yesman
3114,SANJI (cont'd),NA,Romance,yesman,35,sanji_(cont'd)-yesman
3115,STATIONERY PROPRIETESS,F,Romance,yesman,25,stationery_proprietess-yesman
3116,TONY,M,Romance,yesman,43,tony-yesman
3117,RENEE (cont'd),F,Romance,yesman,39,renee_(cont'd)-yesman
3118,(THEN),NA,Romance,yesman,25,(then)-yesman
3119,SANJI,NA,Romance,yesman,124,sanji-yesman
3120,DUNKIN DONUTS CASHIER,NA,Romance,yesman,25,dunkin_donuts_cashier-yesman
3121,JASON,M,Romance,yesman,48,jason-yesman
3122,CHRIS PARKER (cont'd),M,Romance,yesman,39,chris_parker_(cont'd)-yesman
3123,CHRIS PARKER,M,Romance,yesman,179,chris_parker-yesman
3124,SEUNG KIM,NA,Romance,yesman,38,seung_kim-yesman
3125,KATH,F,Romance,yesman,72,kath-yesman
3126,ROONEY,M,Romance,yesman,103,rooney-yesman
3127,CARL (cont'd),M,Romance,yesman,97,carl_(cont'd)-yesman
3128,PETER,M,Romance,yesman,169,peter-yesman
3129,NORMAN,M,Romance,yesman,158,norman-yesman
3130,RENEE,F,Romance,yesman,334,renee-yesman
3131,GUS,M,Romance,hisgirlfriday,35,gus-hisgirlfriday
3132,DUFFY,M,Romance,hisgirlfriday,27,duffy-hisgirlfriday
3133,EGELHOFFER,M,Romance,hisgirlfriday,60,egelhoffer-hisgirlfriday
3134,COOLEY,M,Romance,hisgirlfriday,25,cooley-hisgirlfriday
3135,LOUIS,M,Romance,hisgirlfriday,43,louis-hisgirlfriday
3136,MOLLIE,F,Romance,hisgirlfriday,158,mollie-hisgirlfriday
3137,BENSINGER,M,Romance,hisgirlfriday,126,bensinger-hisgirlfriday
3138,BRUCE,M,Romance,hisgirlfriday,328,bruce-hisgirlfriday
3139,SCHWARTZ,NA,Romance,hisgirlfriday,124,schwartz-hisgirlfriday
3140,WILLIAMS,M,Romance,hisgirlfriday,166,williams-hisgirlfriday
3141,WILSON,M,Romance,hisgirlfriday,106,wilson-hisgirlfriday
3142,MCCUE,M,Romance,hisgirlfriday,133,mccue-hisgirlfriday
3143,ENDICOTT,M,Romance,hisgirlfriday,188,endicott-hisgirlfriday
3144,MURPHY,M,Romance,hisgirlfriday,207,murphy-hisgirlfriday
3145,PINKUS,NA,Romance,hisgirlfriday,106,pinkus-hisgirlfriday
3146,HARTMAN,NA,Romance,hisgirlfriday,458,hartman-hisgirlfriday
3147,MAYOR,M,Romance,hisgirlfriday,299,mayor-hisgirlfriday
3148,JUDGE,NA,Romance,hisgirlfriday,27,judge-hisgirlfriday
3149,LOUIE,M,Romance,hisgirlfriday,73,louie-hisgirlfriday
3150,GREGORY,M,Crime,romeojuliet,30,gregory-romeojuliet
3151,SAMPSON,M,Crime,romeojuliet,36,sampson-romeojuliet
3152,MERCUTIO,M,Crime,romeojuliet,152,mercutio-romeojuliet
3153,BENVOLIO,M,Crime,romeojuliet,121,benvolio-romeojuliet
3154,TYBALT,M,Crime,romeojuliet,46,tybalt-romeojuliet
3155,MONTAGUE,M,Crime,romeojuliet,23,montague-romeojuliet
3156,CAPULET,M,Crime,romeojuliet,101,capulet-romeojuliet
3157,CAPULET (CONT.),M,Crime,romeojuliet,32,capulet_(cont.)-romeojuliet
3158,DAVE,M,Crime,romeojuliet,30,dave-romeojuliet
3159,GLORIA,F,Crime,romeojuliet,87,gloria-romeojuliet
3160,GLORIA (CONT.),F,Crime,romeojuliet,21,gloria_(cont.)-romeojuliet
3161,FATHER LAURENCE (CONT.),M,Crime,romeojuliet,59,father_laurence_(cont.)-romeojuliet
3162,ROMEO,M,Crime,romeojuliet,403,romeo-romeojuliet
3163,JULIET,F,Crime,romeojuliet,329,juliet-romeojuliet
3164,BALTHASAR,M,Crime,romeojuliet,22,balthasar-romeojuliet
3165,FATHER LAURENCE,M,Crime,romeojuliet,123,father_laurence-romeojuliet
3166,CAPTAIN PRINCE,M,Crime,romeojuliet,48,captain_prince-romeojuliet
3167,BET COP,M,Crime,badlieutenant,27,bet_cop-badlieutenant
3168,PRIEST,M,Crime,badlieutenant,31,priest-badlieutenant
3169,LITE,M,Crime,badlieutenant,58,lite-badlieutenant
3170,ARIANE,F,Crime,badlieutenant,101,ariane-badlieutenant
3171,NUN,F,Crime,badlieutenant,146,nun-badlieutenant
3172,(OC),NA,Crime,badlieutenant,30,(oc)-badlieutenant
3173,ELDERLY BLACK WOMAN,F,Crime,badlieutenant,23,elderly_black_woman-badlieutenant
3174,FENCE,NA,Crime,badlieutenant,37,fence-badlieutenant
3175,LT,M,Crime,badlieutenant,623,lt-badlieutenant
3176,BILL,M,Crime,lifeofdavidgalethe,33,bill-lifeofdavidgalethe
3177,GROVER,M,Crime,lifeofdavidgalethe,77,grover-lifeofdavidgalethe
3178,ROSS,M,Crime,lifeofdavidgalethe,31,ross-lifeofdavidgalethe
3179,BERLIN,F,Crime,lifeofdavidgalethe,73,berlin-lifeofdavidgalethe
3180,IVY LEAGUER,NA,Crime,lifeofdavidgalethe,21,ivy_leaguer-lifeofdavidgalethe
3181,DIRECTOR,NA,Crime,lifeofdavidgalethe,28,director-lifeofdavidgalethe
3182,CANCE,F,Crime,lifeofdavidgalethe,241,cance-lifeofdavidgalethe
3183,GOVERNOR HARDIN,M,Crime,lifeofdavidgalethe,53,governor_hardin-lifeofdavidgalethe
3184,KRUGER,NA,Crime,lifeofdavidgalethe,39,kruger-lifeofdavidgalethe
3185,BELYEU,M,Crime,lifeofdavidgalethe,154,belyeu-lifeofdavidgalethe
3186,ROBERTS,NA,Crime,lifeofdavidgalethe,66,roberts-lifeofdavidgalethe
3187,BITSEY,F,Crime,lifeofdavidgalethe,568,bitsey-lifeofdavidgalethe
3188,DAVID,M,Crime,lifeofdavidgalethe,578,david-lifeofdavidgalethe
3189,DUSTY,M,Crime,lifeofdavidgalethe,24,dusty-lifeofdavidgalethe
3190,YOUNG MAN,M,Crime,kingofcomedythe,113,young_man-kingofcomedythe
3191,RECEPTIONIST,F,Crime,kingofcomedythe,61,receptionist-kingofcomedythe
3192,WIRTZ,M,Crime,kingofcomedythe,29,wirtz-kingofcomedythe
3193,OFFICIAL,NA,Crime,kingofcomedythe,37,official-kingofcomedythe
3194,CROCKETT,M,Crime,kingofcomedythe,54,crockett-kingofcomedythe
3195,MCCABE,M,Crime,kingofcomedythe,21,mccabe-kingofcomedythe
3196,CATHY LONG,F,Crime,kingofcomedythe,101,cathy_long-kingofcomedythe
3197,RANDALL,M,Crime,kingofcomedythe,26,randall-kingofcomedythe
3198,MAE,NA,Crime,kingofcomedythe,39,mae-kingofcomedythe
3199,PATTEN,NA,Crime,kingofcomedythe,136,patten-kingofcomedythe
3200,LANGFORD,M,Crime,kingofcomedythe,256,langford-kingofcomedythe
3201,MARSHA,F,Crime,kingofcomedythe,203,marsha-kingofcomedythe
3202,RITA,F,Crime,kingofcomedythe,575,rita-kingofcomedythe
3203,PUPKIN,M,Crime,kingofcomedythe,1629,pupkin-kingofcomedythe
3204,GORLOPIS,M,Crime,doubleindemnity,51,gorlopis-doubleindemnity
3205,DIETRICHSON,M,Crime,doubleindemnity,83,dietrichson-doubleindemnity
3206,NORTON,M,Crime,doubleindemnity,158,norton-doubleindemnity
3207,LOLA,F,Crime,doubleindemnity,231,lola-doubleindemnity
3208,NEFF'S VOICE,M,Crime,doubleindemnity,341,neff's_voice-doubleindemnity
3209,PHYLLIS,F,Crime,doubleindemnity,729,phyllis-doubleindemnity
3210,ZACHETTI,M,Crime,doubleindemnity,31,zachetti-doubleindemnity
3211,DISSOLVE TO:,NA,Crime,doubleindemnity,41,dissolve_to:-doubleindemnity
3212,KEYES' VOICE,M,Crime,doubleindemnity,48,keyes'_voice-doubleindemnity
3213,KEYES,M,Crime,doubleindemnity,644,keyes-doubleindemnity
3214,NEFF,M,Crime,doubleindemnity,1472,neff-doubleindemnity
3215,DAVE,M,Crime,gangrelated,24,dave-gangrelated
3216,CAPT. HENDERSON,M,Crime,gangrelated,57,capt._henderson-gangrelated
3217,RICHARD STEIN,M,Crime,gangrelated,86,richard_stein-gangrelated
3218,BAILIFF,M,Crime,gangrelated,22,bailiff-gangrelated
3219,HELEN,F,Crime,gangrelated,160,helen-gangrelated
3220,JUDGE HAROLD PINE,M,Crime,gangrelated,39,judge_harold_pine-gangrelated
3221,RODRIGUEZ,M,Crime,gangrelated,448,rodriguez-gangrelated
3222,VIC,M,Crime,gangrelated,32,vic-gangrelated
3223,SIMMS,M,Crime,gangrelated,87,simms-gangrelated
3224,ELLIOT,M,Crime,gangrelated,184,elliot-gangrelated
3225,ARTHUR,M,Crime,gangrelated,192,arthur-gangrelated
3226,CYNTHIA,F,Crime,gangrelated,309,cynthia-gangrelated
3227,MANNY,M,Crime,gangrelated,111,manny-gangrelated
3228,DIVINCI,M,Crime,gangrelated,991,divinci-gangrelated
3229,WILLIAM,M,Crime,gangrelated,139,william-gangrelated
3230,WIN,M,Crime,someonetowatchoverme,67,win-someonetowatchoverme
3231,BROOKLYN,M,Crime,someonetowatchoverme,25,brooklyn-someonetowatchoverme
3232,T.J.,M,Crime,someonetowatchoverme,56,t.j.-someonetowatchoverme
3233,SCOTTY,M,Crime,someonetowatchoverme,34,scotty-someonetowatchoverme
3234,VENZA,M,Crime,someonetowatchoverme,67,venza-someonetowatchoverme
3235,TOMMY,M,Crime,someonetowatchoverme,75,tommy-someonetowatchoverme
3236,KOONTZ,M,Crime,someonetowatchoverme,92,koontz-someonetowatchoverme
3237,CLAIRE,F,Crime,someonetowatchoverme,424,claire-someonetowatchoverme
3238,GARBER,M,Crime,someonetowatchoverme,151,garber-someonetowatchoverme
3239,MIKE,M,Crime,someonetowatchoverme,858,mike-someonetowatchoverme
3240,CAB DRIVER,M,Crime,killingzoe,58,cab_driver-killingzoe
3241,BANK MANAGER,M,Crime,killingzoe,27,bank_manager-killingzoe
3242,RICARDO,M,Crime,killingzoe,83,ricardo-killingzoe
3243,VAULT GUARD #1,M,Crime,killingzoe,22,vault_guard_#1-killingzoe
3244,CLAUDE,M,Crime,killingzoe,132,claude-killingzoe
3245,JEAN,M,Crime,killingzoe,83,jean-killingzoe
3246,ERIC,M,Crime,killingzoe,881,eric-killingzoe
3247,ZED,M,Crime,killingzoe,473,zed-killingzoe
3248,ZOEY,F,Crime,killingzoe,175,zoey-killingzoe
3249,STEWART,M,Crime,bountyhunterthe,63,stewart-bountyhunterthe
3250,DAWN,F,Crime,bountyhunterthe,30,dawn-bountyhunterthe
3251,MOM,F,Crime,bountyhunterthe,31,mom-bountyhunterthe
3252,TERESA,F,Crime,bountyhunterthe,30,teresa-bountyhunterthe
3253,JIMMY,M,Crime,bountyhunterthe,49,jimmy-bountyhunterthe
3254,RAY,M,Crime,bountyhunterthe,28,ray-bountyhunterthe
3255,DWIGHT,M,Crime,bountyhunterthe,40,dwight-bountyhunterthe
3256,BOBBY,M,Crime,bountyhunterthe,105,bobby-bountyhunterthe
3257,(QUICKLY),NA,Crime,bountyhunterthe,23,(quickly)-bountyhunterthe
3258,LOIS,NA,Crime,bountyhunterthe,39,lois-bountyhunterthe
3259,SID,M,Crime,bountyhunterthe,152,sid-bountyhunterthe
3260,CASS,F,Crime,bountyhunterthe,762,cass-bountyhunterthe
3261,MILO,M,Crime,bountyhunterthe,1088,milo-bountyhunterthe
3262,CIA MAN,M,Crime,darkknightrisesthe,36,cia_man-darkknightrisesthe
3263,MAID,F,Crime,darkknightrisesthe,28,maid-darkknightrisesthe
3264,DAGGETT,M,Crime,darkknightrisesthe,88,daggett-darkknightrisesthe
3265,MAYOR,M,Crime,darkknightrisesthe,34,mayor-darkknightrisesthe
3266,CAPTAIN JONES,M,Crime,darkknightrisesthe,41,captain_jones-darkknightrisesthe
3267,PRISONER,M,Crime,darkknightrisesthe,101,prisoner-darkknightrisesthe
3268,STRYVER,M,Crime,darkknightrisesthe,46,stryver-darkknightrisesthe
3269,SELINA,F,Crime,darkknightrisesthe,176,selina-darkknightrisesthe
3270,CRANE,M,Crime,darkknightrisesthe,29,crane-darkknightrisesthe
3271,FOLEY,M,Crime,darkknightrisesthe,112,foley-darkknightrisesthe
3272,MIRANDA,F,Crime,darkknightrisesthe,150,miranda-darkknightrisesthe
3273,A U,M,Crime,darkknightrisesthe,47,a_u-darkknightrisesthe
3274,UNIFORM,M,Crime,darkknightrisesthe,28,uniform-darkknightrisesthe
3275,(OVER RADIO),NA,Crime,darkknightrisesthe,29,(over_radio)-darkknightrisesthe
3276,CATWOMAN,F,Crime,darkknightrisesthe,111,catwoman-darkknightrisesthe
3277,GORDON,M,Crime,darkknightrisesthe,300,gordon-darkknightrisesthe
3278,LAWYER,M,Crime,darkknightrisesthe,29,lawyer-darkknightrisesthe
3279,ALFRED,M,Crime,darkknightrisesthe,285,alfred-darkknightrisesthe
3280,JOE,M,Crime,donniebrasco,60,joe-donniebrasco
3281,BERGER,M,Crime,donniebrasco,46,berger-donniebrasco
3282,JONES,NA,Crime,donniebrasco,23,jones-donniebrasco
3283,BURSEY,NA,Crime,donniebrasco,38,bursey-donniebrasco
3284,HOLLMAN,M,Crime,donniebrasco,21,hollman-donniebrasco
3285,CALVINO,M,Crime,donniebrasco,53,calvino-donniebrasco
3286,FLASH CUT TO:,NA,Crime,donniebrasco,38,flash_cut_to:-donniebrasco
3287,BERADA,NA,Crime,donniebrasco,115,berada-donniebrasco
3288,HOGUE,NA,Crime,donniebrasco,121,hogue-donniebrasco
3289,BOOBIE,NA,Crime,donniebrasco,93,boobie-donniebrasco
3290,KERRY,NA,Crime,donniebrasco,23,kerry-donniebrasco
3291,TERRY,NA,Crime,donniebrasco,70,terry-donniebrasco
3292,MAGGIE,F,Crime,donniebrasco,346,maggie-donniebrasco
3293,PHILLY LUCKY,M,Crime,donniebrasco,25,philly_lucky-donniebrasco
3294,SONNY,M,Crime,donniebrasco,315,sonny-donniebrasco
3295,LOUISE,F,Crime,donniebrasco,27,louise-donniebrasco
3296,LEFTY,M,Crime,donniebrasco,978,lefty-donniebrasco
3297,JULES,F,Crime,donniebrasco,153,jules-donniebrasco
3298,DONNIE,M,Crime,donniebrasco,995,donnie-donniebrasco
3299,(CONTINUED),NA,Crime,donniebrasco,383,(continued)-donniebrasco
3300,MORT PAPIERMAN/RICHIE DIMASO,M,Crime,americanhustle,61,mort_papierman/richie_dimaso-americanhustle
3301,PACO HERNANDEZ,M,Crime,americanhustle,22,paco_hernandez-americanhustle
3302,(MORE),NA,Crime,americanhustle,22,(more)-americanhustle
3303,DANNY,M,Crime,americanhustle,24,danny-americanhustle
3304,SMASH TO:,NA,Crime,americanhustle,40,smash_to:-americanhustle
3305,ALF SIMONE,M,Crime,americanhustle,69,alf_simone-americanhustle
3306,DOLLY POLITO,F,Crime,americanhustle,48,dolly_polito-americanhustle
3307,CARMINE POLITO,M,Crime,americanhustle,467,carmine_polito-americanhustle
3308,ANTHONY AMADO,M,Crime,americanhustle,70,anthony_amado-americanhustle
3309,SYDNEY PRR,F,Crime,americanhustle,350,sydney_prr-americanhustle
3310,EDITH GREENSLY,F,Crime,americanhustle,271,edith_greensly-americanhustle
3311,STODDARD THN,M,Crime,americanhustle,186,stoddard_thn-americanhustle
3312,PETE MUSANE,M,Crime,americanhustle,88,pete_musane-americanhustle
3313,IRVING ROSENFELD,M,Crime,americanhustle,1218,irving_rosenfeld-americanhustle
3314,MGNOR,M,Crime,boondocksaintsthe,27,mgnor-boondocksaintsthe
3315,ROZ,NA,Crime,boondocksaintsthe,31,roz-boondocksaintsthe
3316,GREELY,NA,Crime,boondocksaintsthe,37,greely-boondocksaintsthe
3317,MITCHELL,M,Crime,boondocksaintsthe,27,mitchell-boondocksaintsthe
3318,DOC,M,Crime,boondocksaintsthe,50,doc-boondocksaintsthe
3319,CHECKOV,M,Crime,boondocksaintsthe,36,checkov-boondocksaintsthe
3320,CHAFFEY,M,Crime,boondocksaintsthe,23,chaffey-boondocksaintsthe
3321,CHIEF,M,Crime,boondocksaintsthe,21,chief-boondocksaintsthe
3322,DOLLY,F,Crime,boondocksaintsthe,28,dolly-boondocksaintsthe
3323,DONNA,F,Crime,boondocksaintsthe,28,donna-boondocksaintsthe
3324,VINCENZO,M,Crime,boondocksaintsthe,21,vincenzo-boondocksaintsthe
3325,GREENLY,M,Crime,boondocksaintsthe,94,greenly-boondocksaintsthe
3326,DUFFY,M,Crime,boondocksaintsthe,58,duffy-boondocksaintsthe
3327,PRIEST,M,Crime,boondocksaintsthe,69,priest-boondocksaintsthe
3328,AUGUSTUS,NA,Crime,boondocksaintsthe,59,augustus-boondocksaintsthe
3329,ROCCO,M,Crime,boondocksaintsthe,458,rocco-boondocksaintsthe
3330,SMECKER,M,Crime,boondocksaintsthe,690,smecker-boondocksaintsthe
3331,CONNOR,M,Crime,boondocksaintsthe,433,connor-boondocksaintsthe
3332,MURPHY,M,Crime,boondocksaintsthe,340,murphy-boondocksaintsthe
3333,JAVAL,NA,Crime,rushhour,66,javal-rushhour
3334,JAVAL (VO),NA,Crime,rushhour,38,javal_(vo)-rushhour
3335,SECRETARY OF STATE,NA,Crime,rushhour,44,secretary_of_state-rushhour
3336,SECRETARY OF DEFENSE,NA,Crime,rushhour,33,secretary_of_defense-rushhour
3337,PRESIDENT,NA,Crime,rushhour,110,president-rushhour
3338,INTELLIGENCE OFFICER,NA,Crime,rushhour,45,intelligence_officer-rushhour
3339,CIA CHIEF,NA,Crime,rushhour,49,cia_chief-rushhour
3340,WALTHER,NA,Crime,rushhour,106,walther-rushhour
3341,SABATINI,NA,Crime,rushhour,69,sabatini-rushhour
3342,ROBBINS,NA,Crime,rushhour,44,robbins-rushhour
3343,BOBBI,NA,Crime,rushhour,88,bobbi-rushhour
3344,AMBASSADOR HAN,NA,Crime,rushhour,66,ambassador_han-rushhour
3345,COLONEL LEE,NA,Crime,rushhour,41,colonel_lee-rushhour
3346,CARSON (VO),NA,Crime,rushhour,55,carson_(vo)-rushhour
3347,DAVE,M,Crime,rushhour,146,dave-rushhour
3348,MRS. HAN,F,Crime,rushhour,32,mrs._han-rushhour
3349,CARSON,M,Crime,rushhour,687,carson-rushhour
3350,MIRANDA,F,Crime,rushhour,304,miranda-rushhour
3351,LIEUTENANT MAN,M,Crime,datenight,22,lieutenant_man-datenight
3352,HOLBROOKE,M,Crime,datenight,49,holbrooke-datenight
3353,PHIL,M,Crime,datenight,395,phil-datenight
3354,CLARA,F,Crime,datenight,306,clara-datenight
3355,BISHOP O'HARA,M,Crime,sisteract,32,bishop_o'hara-sisteract
3356,TATE,M,Crime,sisteract,30,tate-sisteract
3357,LAWANDA,F,Crime,sisteract,38,lawanda-sisteract
3358,O'HARA,M,Crime,sisteract,65,o'hara-sisteract
3359,JOEY,M,Crime,sisteract,118,joey-sisteract
3360,EDDIE,M,Crime,sisteract,228,eddie-sisteract
3361,VINCE,M,Crime,sisteract,231,vince-sisteract
3362,MOTHER SUPERIOR,F,Crime,sisteract,459,mother_superior-sisteract
3363,MARY ROBERT,F,Crime,sisteract,228,mary_robert-sisteract
3364,MARY PATRICK,F,Crime,sisteract,213,mary_patrick-sisteract
3365,CHRISTY,F,Crime,sisteract,1234,christy-sisteract
3366,TERIKHIAN,NA,Crime,burnafterreading,44,terikhian-burnafterreading
3367,DOCTOR,NA,Crime,burnafterreading,64,doctor-burnafterreading
3368,BOGUS,NA,Crime,burnafterreading,42,bogus-burnafterreading
3369,NEW EMBASSY MAN,M,Crime,burnafterreading,21,new_embassy_man-burnafterreading
3370,FROM THERE!,NA,Crime,burnafterreading,24,from_there!-burnafterreading
3371,LONG LENS POINT-OF-VIEW,NA,Crime,burnafterreading,39,long_lens_point-of-view-burnafterreading
3372,CHAD,M,Crime,burnafterreading,358,chad-burnafterreading
3373,KRAPOTKIN,M,Crime,burnafterreading,53,krapotkin-burnafterreading
3374,WOMAN'S VOICE,F,Crime,burnafterreading,31,woman's_voice-burnafterreading
3375,DEL,NA,Crime,burnafterreading,32,del-burnafterreading
3376,MAN,M,Crime,burnafterreading,60,man-burnafterreading
3377,SANDY,F,Crime,burnafterreading,96,sandy-burnafterreading
3378,HARRY,M,Crime,burnafterreading,628,harry-burnafterreading
3379,LINDA,F,Crime,burnafterreading,710,linda-burnafterreading
3380,OSBOURNE,M,Crime,burnafterreading,561,osbourne-burnafterreading
3381,GARDNER CHUBB,NA,Crime,burnafterreading,109,gardner_chubb-burnafterreading
3382,BRANCH MANAGER,M,Crime,birthdaygirl,68,branch_manager-birthdaygirl
3383,YURI,M,Crime,birthdaygirl,274,yuri-birthdaygirl
3384,ALEXEI,M,Crime,birthdaygirl,83,alexei-birthdaygirl
3385,NADIA,F,Crime,birthdaygirl,401,nadia-birthdaygirl
3386,JOHN,M,Crime,birthdaygirl,649,john-birthdaygirl
3387,MURRAY,M,Crime,americanhistoryx,25,murray-americanhistoryx
3388,STACEY,F,Crime,americanhistoryx,26,stacey-americanhistoryx
3389,DENNIS,M,Crime,americanhistoryx,32,dennis-americanhistoryx
3390,CAMMERON,M,Crime,americanhistoryx,59,cammeron-americanhistoryx
3391,SETH,M,Crime,americanhistoryx,103,seth-americanhistoryx
3392,DAVINA,F,Crime,americanhistoryx,61,davina-americanhistoryx
3393,DORIS,F,Crime,americanhistoryx,65,doris-americanhistoryx
3394,SWEENEY,M,Crime,americanhistoryx,61,sweeney-americanhistoryx
3395,DANNY (,M,Crime,americanhistoryx,32,danny_(-americanhistoryx
3396,BARTENDER,NA,Crime,mariachiel,32,bartender-mariachiel
3397,VIEJO CLERK,M,Crime,mariachiel,35,viejo_clerk-mariachiel
3398,MEAN DUDE #5,M,Crime,mariachiel,111,mean_dude_#5-mariachiel
3399,DOMINO,F,Crime,mariachiel,224,domino-mariachiel
3400,AZUL,M,Crime,mariachiel,167,azul-mariachiel
3401,MARIACHI,M,Crime,mariachiel,186,mariachi-mariachiel
3402,MOCO,M,Crime,mariachiel,135,moco-mariachiel
3403,(CONTINUED),NA,Crime,mariachiel,82,(continued)-mariachiel
3404,JENNIFER,F,Crime,fracture,35,jennifer-fracture
3405,NORMAN,M,Crime,fracture,52,norman-fracture
3406,MARCHAND,NA,Crime,fracture,97,marchand-fracture
3407,NUNALLY,M,Crime,fracture,176,nunally-fracture
3408,MONA,F,Crime,fracture,28,mona-fracture
3409,JUDGE,NA,Crime,fracture,22,judge-fracture
3410,RESIDENT,F,Crime,fracture,42,resident-fracture
3411,JUDGE ROBINSON,F,Crime,fracture,84,judge_robinson-fracture
3412,GARDNER,M,Crime,fracture,48,gardner-fracture
3413,LOBRUTO,M,Crime,fracture,157,lobruto-fracture
3414,CRAWFORD,M,Crime,fracture,460,crawford-fracture
3415,WILLY,M,Crime,fracture,1197,willy-fracture
3416,CONTRACTOR,M,Crime,machinegunpreacher,21,contractor-machinegunpreacher
3417,PASTOR KRAUSE,M,Crime,machinegunpreacher,26,pastor_krause-machinegunpreacher
3418,BILL,M,Crime,machinegunpreacher,41,bill-machinegunpreacher
3419,GARANG,M,Crime,machinegunpreacher,44,garang-machinegunpreacher
3420,BANK MANAGER,M,Crime,machinegunpreacher,23,bank_manager-machinegunpreacher
3421,BIKER,M,Crime,machinegunpreacher,34,biker-machinegunpreacher
3422,DONNIE,M,Crime,machinegunpreacher,176,donnie-machinegunpreacher
3423,LYNN,F,Crime,machinegunpreacher,229,lynn-machinegunpreacher
3424,AGNETE,F,Crime,machinegunpreacher,54,agnete-machinegunpreacher
3425,(BEAT),NA,Crime,machinegunpreacher,52,(beat)-machinegunpreacher
3426,PAIGE,F,Crime,machinegunpreacher,112,paige-machinegunpreacher
3427,WILLIAM,M,Crime,machinegunpreacher,56,william-machinegunpreacher
3428,DENG,M,Crime,machinegunpreacher,262,deng-machinegunpreacher
3429,(ARABIC),NA,Crime,machinegunpreacher,101,(arabic)-machinegunpreacher
