	Genre	actual	char	line	pred	linelength
12421	Sci-Fi	1	MORPHEUS	and you are?	1.0	3
12422	Sci-Fi	1	WEDGE	 copy, rogue leader	1.0	3
12423	Drama	1	BILL	i want to see you.	1.0	5
12424	Crime	0	CLARA	numtokinumtoknumtoknumtok	1.0	1
12425	War	1	FRIEDRICH	come on. please please...	1.0	4
12426	Drama	1	DEREK	how would i know?    i only have eyes for you.      b	1.0	11
12427	Romance	1	CHARLIE	great. if you could help us with the luggage, we have these two in the back seat and...	1.0	18
12428	Mystery	1	GABRIEL	 i don't doubt it.  you'll let me know? when you find it?	1.0	12
12429	Mystery	1	COBB	it's the only way you can go three layers deep, arthur. numtoknumtok.	1.0	12
12430	Crime	1	ELLIOT	joe, can you hear me?	1.0	5
12431	Adventure	1	GRU	okay, well, then...maybe you can just use your imagination.	1.0	9
12432	Mystery	0	JESSICA	 please, he's just a child! ryan is more frenzied than jessica.	0.0	11
12433	Drama	1	TIM	 divulging information -- there's a law...	1.0	6
12434	Crime	0	LAURA	 i'm okay, i'm okay. i just get a bit... claustrophobic... in the bathroom.	1.0	13
12435	Mystery	0	BREE	maybe i wasn't there when you called.	1.0	7
12436	Western	1	SMITH	 i hear you handle a jeep real well.	1.0	8
12437	Drama	0	NERINE	you didn't even vote for him. numtoknumtok.	1.0	7
12438	Sci-Fi	1	CATFISH	i'd say that's a big numtoknumtok-numtok, jack.	1.0	7
12439	Sci-Fi	0	KIRSTEN	all implanted.	1.0	2
12440	Romance	0	EDNA	i'll get started.	1.0	3
12441	Comedy	1	ARTHUR	 taste this truffle.	1.0	3
12442	Crime	0	BITSEY	zack!	0.0	1
12443	Fantasy	1	BILBO	yes, yes, made by the elves, you know. the blade glows blue when orcs are close...and it's times like that, my lad, when you have to be extra careful.	1.0	29
12444	Mystery	0	ANGELINA	oh that's right. those poor poor people. god ben damon was such a hottie.	1.0	14
12445	Action	1	HUB	you're not hearing me. this khalil was carrying cash for --	1.0	11
12446	Adventure	1	RUSSELL	don't be afraid, little snipe. i am a wilderness explorer so i am a friend to all of nature. want some more?	1.0	22
12447	Romance	0	ANNIE	 no. we're friends.  i wanna remain friends.	1.0	7
12448	Drama	1	JOE	well, just exactly what the hell you think you're gonna do? die on me?	1.0	14
12449	Mystery	0	SUSIE	or a cover up!  jesus, bill, don't you have enough proof of the fbi's complicity now?	1.0	16
12450	Romance	1	BEN	hello?	1.0	1
12451	Comedy	1	GONZO	bolt everything!  use all chains!	1.0	5
12452	Mystery	0	BREE	you're going back?	1.0	3
12453	Crime	0	CHRISTY	 a what?	1.0	2
12454	Comedy	1	BARRY	i mean that was idiotic. you have to understand. that's like the one thing you don't do is tell her you used viagra. i think that's even on the warning label.	1.0	31
12455	Mystery	1	LARRY	right. i love that.	1.0	4
12456	Drama	1	WILLIE	all right, go ahead, go ahead.	1.0	6
12457	Crime	1	JIMMY	can i ask you something?	1.0	5
12458	Drama	0	PEARL	you want some?	1.0	3
12459	Comedy	1	MARK	rob marlowe, your streak of succes has finally come to an end.	1.0	12
12460	Drama	0	ALLISON	oh !... hi !	1.0	4
12461	Crime	1	HUEY	c'mon, ladies. no time to be shy.	1.0	7
12462	Mystery	1	LEONARD	i might have fallen asleep before i did.	1.0	8
12463	Crime	1	MARSHALL	that's exactly why atwood scares the shit out of me. she's a cop who doesn't need the money and she's looking for us. that's one fucking dangerous human being.	1.0	29
12464	Sci-Fi	1	RICK	the laughing man!	1.0	3
12465	Crime	1	BRIAN	...just like that?	1.0	3
12466	Drama	1	NASHE	not without--	1.0	2
12467	Fantasy	1	PHIL	yeah.	1.0	1
12468	Mystery	1	BRIAN	" ""spinach? we don't need no stinking spinach"". remember?"	1.0	8
12469	Fantasy	1	BOB	i don't understand how she was still standin' after percy hit `er with that goddamn fryin' pan. broke her fuckin' neck. i saw it. i swear i did.	1.0	28
12470	Sci-Fi	1	MIERZWIAK	it didn't start out to be this.  i came here to work.  it's a one-time mistake.	1.0	16
12471	Sci-Fi	0	LIZ	what are you doing here? cris  i brought ice cream sandwiches for everybody.	0.0	13
12472	Western	1	CLAYTON	a fellow sees a fire go out all of a sudden, he don't take chances. my name's clayton and i'm looking for someone.	1.0	23
12473	Fantasy	1	HECTOR	can i have them? you can have mine... they'll be fine for here... but i have to walk six hundred miles... hector lifts a foot to show francisco his boot. francisco is stunned into silence. but then a smile comes to his face.	1.0	43
12474	Comedy	1	ARTHUR	marty! can you get that? marty!	1.0	6
12475	Romance	1	GEORGES	...sur le pont ...	1.0	4
12476	Romance	1	ROB	how can you like art garfunkel and marvin gaye?  it's like saying you support the israelis and the palestinians.	1.0	19
12477	Drama	1	KEATING	funny, i never pegged you as a cynic.	1.0	8
12478	Comedy	0	JULIE	 i know, it's just... i am a mom, it's my job to worry. ... i love you guys. i'm gonna miss you. i'll be back in numtoknumtok hours. and guys, whatever lieutenant wolfe asks you to do... do it. okay? ll the children nod in agreement except zoe who pops her	0.0	51
12479	Crime	0	MADOLYN	 did you?	1.0	2
12480	Comedy	1	ARTHUR	she's fine. they're sending her home. do you want a drink? numtoknumtok.	1.0	12
12481	Fantasy	1	BRUTAL	then where the hell is he?	1.0	6
12482	Drama	1	TED	look, i'm sorry i yelled, okay?	1.0	6
12483	Mystery	1	KAFFEE	i don't like the whites.	1.0	5
12484	Crime	1	VITTI	is that right?	1.0	3
12485	Crime	1	MARSHALL	 pregnant's not all of it. she's hiding something bigger. much bigger.	0.0	11
12486	Sci-Fi	1	TED	mr. salucci, listen to me.	1.0	5
12487	Mystery	1	MATTHEW	oh.    right. he kneels down, untying his shoes.   jennifer looks perplexed.	1.0	11
12488	Romance	1	ELLIOT	 what if he answers?  i'll hang up.  i'll tell her we can't communicate until i terminate my marriage.  it's immoral.	1.0	20
12489	Romance	1	SALVATORE	signora anna!	1.0	2
12490	Romance	0	DIL	don't go like that.	1.0	4
12491	Comedy	0	SHELLEY	he's gone crazy! numtoknumtok.	1.0	4
12492	Crime	1	VITTI	for what?	1.0	2
12493	Drama	0	NIKKI	i don't like beer.	1.0	4
12494	Drama	1	BASQUIAT	naa..	1.0	1
12495	Animation	1	DMITRI	come on!	1.0	2
12496	Adventure	1	GRUG	i know! but, while everyone was asleep, she went out anyway.	1.0	11
12497	Sci-Fi	1	JONES	nicely done. you're more human than i thought. jones unceremoniously pushes past silus and moves into lilly's room. silus reads the newspaper. the story tells of the recent deaths in jamestown, explaining that it was an insane man who thought he was a brother. the man's picture is shown; it is actually one of the victims. through the window in the doorway silus watches jones approach lilly. we are close on his enigmatic face.	1.0	74
12498	Music	1	PRINCE	what...?	1.0	1
12499	Fantasy	1	DALE	just do what i'm doing. flash --	1.0	7
12500	Fantasy	1	WOODY	buzz!	1.0	1
12501	Romance	0	ELAINE	but ted, you're the only...	0.0	5
12502	Drama	1	MILLS	i'm not so sure about this...	1.0	6
12503	Crime	0	JANI	i'm asking you, as a...friend. you'd be saving the life of a friend.	1.0	13
12504	Drama	1	EDDIE	i guess so.  i'll see you, next time i get to long island.	1.0	13
12505	Mystery	1	GABRIEL	don't happen to have it on you by chance?	1.0	9
12506	Adventure	1	BREWER	what just happened?	1.0	3
12507	Adventure	1	QUALEN	 kill him! now!	1.0	3
12508	Adventure	1	MILES	back to the drawing board, i guess. or not. so... you're married. congratulations. you look happy.	1.0	16
12509	Fantasy	1	PAUL	i haven't even had a cold since numtoknumtoknumtoknumtok. i've had to watch my friends and loved ones die off through the years...hal and melinda...brutus howell...my wife...my son...  ...and you, elaine. you'd die, too, and my curse is knowing i'll be there to see it...	1.0	44
12510	Comedy	1	RICK	easy on the drinks guys.	1.0	5
12511	Crime	1	MILO	 hit me.	1.0	2
12512	Western	1	CHARLIE	a little won't be enough.	1.0	5
12513	Drama	1	FRENCH	todd, why don't you tell me what happened?	1.0	8
12514	Crime	1	CLYDE	 the layout for tomorrow up in mineola.	1.0	7
12515	War	1	DAVID	i'm shot! no!	1.0	3
12516	Drama	1	TERRY	how you doin', darryl?	1.0	4
12517	Fantasy	1	STU	fine, thanks. saw my girl, said goodbye, everything's gonna be okay.  i guess i'm yours now.	0.0	16
12518	Fantasy	1	EVAN	mom. don't cry. i can change this.	0.0	7
12519	Drama	1	PK	except the tribes don't trust each other. they don't even talk to each other.	1.0	14
12520	Crime	1	WILLY	okay - um: i'll stipulate that my witness was less than forthcoming ...and that can more or less cancel out the fact that the defendant withheld a crucial -	1.0	29
12521	Sci-Fi	1	CHRIS	i need to set the fuse as close to the spiders as i can. that should give us time to get clear.	1.0	22
12522	Adventure	0	ANNA	i need to get to kristoff.	1.0	6
12523	Romance	1	PAT	congratulations on the baby, but i'm not buying the invitation.	1.0	10
12524	Mystery	1	DAWSON	sir, lance corporal harold w. dawson, sir. rifle security company windward, second platoon, delta.	1.0	14
12525	Crime	1	MURPHY	where the fuck are you going?	1.0	6
12526	Crime	1	SAUL	dude, i'm kind of freakin' out. like...i don't know...like, there might be someone out there. i mean...how do we know we got them all?	1.0	24
12527	Drama	1	LAZARUS	we ain't here to talk about that shit.	1.0	8
12528	Romance	1	MICHAEL	i borrowed it from someone at school.	1.0	7
12529	Crime	0	CORKY	caesar's mafia, isn't he?	0.0	4
12530	Romance	0	VERONICA	sweetie, sweetie. honey, calm down.	0.0	5
12531	Horror	0	CLEAR	where my dad is still safe. where h had a full pack of cigerettes and kept driving. a place where me and my dad and my mom... are still together....and have no idea about this second life, here.  a place where our friends are still in the sky... where everyone gets a second chance.	1.0	54
12532	Romance	1	HARVEY	thanks for having me back. numtoknumtok.	1.0	6
12533	Mystery	1	KAFFEE	 did anyone see you call the ambulance	1.0	7
12534	Action	1	DARNELL	like what?	1.0	2
12535	Romance	0	MARIE	c'mon, rocky.  i'm twelve.	1.0	4
12536	Drama	1	PINO	be right there, pop.  listen to what i said.	1.0	9
12537	Crime	1	CROCKETT	how?	1.0	1
12538	Crime	1	ZED	no, i want to be sharp for tomorrow.	1.0	8
12539	Romance	1	MURPHY	 well, a guy can win when hildy ain't around.	1.0	9
12540	Drama	1	EVANS	descend and maintain numtoknumtok thousand.	1.0	5
12541	Crime	0	JANE	are you going to give me a job?	1.0	8
12542	Romance	1	JIM	 no... i guess not.	1.0	4
12543	Crime	1	COLIN	me? i'd just arrest innocent people. i'll arrest you right now.	1.0	11
12544	Comedy	1	BUD	nothing i'd like better -- you know togetherness. guess what i did last christmas. had an early dinner at the automat, then went to the zoo, then i came home and cleaned up after mr. eichelberger -- he had a little eggnog party here. i'm way ahead this year.	1.0	49
12545	War	1	WARDEN	you both can see more'n i can. you know what, prew? i'm scared become an officer.	1.0	16
12546	Horror	0	MARGARET	what was that noise?	1.0	4
12547	Comedy	1	BRAD	 hey! jimmy!	1.0	2
12548	Adventure	1	PHIL	you've gotta be kidding?	1.0	4
12549	Crime	1	BLAKE	so they stopped understanding and sent the angry kid to a boys' home - st. swithin's. used to be funded by the wayne foundation. see, i figured it out too late. you have to hide the anger. practice smiling in the mirror. like putting on a mask. you showed up one day in a cool car, pretty girl on your arm.	1.0	61
12550	Romance	0	JANINE	actually, i tried exactly what you said.	1.0	7
12551	Crime	1	SCOTT	that's where he's going?	1.0	4
12552	Romance	0	TIFFANY	i said i'm tired.  are you gonna walk me home or what?	1.0	12
12553	Fantasy	1	PAUL	the moon pie thing was pretty original. gotta give him that.	1.0	11
12554	Crime	1	SWEENEY	shut up and get	1.0	4
12555	Fantasy	1	LION	why, i'll -- foul! foul!	1.0	5
12556	Comedy	1	FISHER	timmy shut up! help your brother!	1.0	6
12557	Crime	1	CLEMENZA	 you'd look beautiful in all of these.  you should buy at least two.	1.0	13
12558	Romance	1	ROB	can i buy this otis redding single off you?	1.0	9
12559	Thriller	1	KOJ	 carlos... what are you doing here?	1.0	6
12560	Crime	1	DAVID	okey-dokey, artichokey.	1.0	2
12561	Mystery	1	JEFFREY	hey. leave her alone.	1.0	4
12562	Romance	0	VADA	i'm not upset. i will never play with those girls. i only surround myself with people who i find intellectually stimulating.	1.0	21
12563	Drama	1	TERRY	i don't know. send the money i guess	1.0	8
12564	Crime	1	T.J.	glass, what is it?	1.0	4
12565	Romance	1	KRINGELEIN	so did i. he was friendly to me as no man ever was.	1.0	13
12566	Action	1	JOE	well at least tell me what happened to your knee. what'd you do? fall outa your convertible?	1.0	17
12567	Sci-Fi	1	KELVIN	yes.	1.0	1
12568	Drama	0	LUCY	what happened?	1.0	2
12569	Drama	1	MIGUEL	want to dance?	1.0	3
12570	Horror	0	BEATRICE	you've forgotten haven't you?	1.0	4
12571	Romance	0	LETTY	no, it's not ok. you'll never get to college on ok. numtoknumtok.	1.0	12
12572	Romance	1	JACQUES	no.	1.0	1
12573	Drama	0	HEDRA	please...	1.0	1
12574	Romance	1	WALTER	yeah.	1.0	1
12575	Drama	0	JACKIE	because i'm looking ahead.  and you know what i see...? annabelle doesn't.  but she sure is listening.	0.0	17
12576	Mystery	0	EMILY	i went by the house. i think her mom and dad were barricading themselves in their room at night. how sick is that?	1.0	23
12577	Drama	1	BUZZ	how 'bout you?  say the word and you're cold, jack--you're dead.	1.0	11
12578	Crime	0	LANA	well...	1.0	1
12579	Horror	1	LYOSHA	we're not stupid, really.	1.0	4
12580	Mystery	0	SANDY	i'm going to wait here until she comes.	1.0	8
12581	Crime	1	BROPHY	hey ?	1.0	2
12582	Animation	1	SHIFU	thrice.	1.0	1
12583	Comedy	0	MOM	scotty, have you made any friends yet?	1.0	7
12584	Comedy	1	TED	i never saw anybody turn so many shades of red.	1.0	10
12585	Mystery	1	ANDERSON	next wednesday, at noon.	1.0	4
12586	Romance	1	MIKEY	uh, thanks. just lucky i guess.	1.0	6
12587	Romance	1	DIEGO	had you spoken since the accident? numtoknumtoknumtok	1.0	7
12588	Sci-Fi	1	LEADER	what we have endured this long year was no accident, no mere coincidence.  this was not a simple act of terror conducted by a singular madman.  no, this was a test.	1.0	31
12589	Crime	0	MOM	ah!	1.0	1
12590	Mystery	1	PARRISH	in my sleep.	1.0	3
12591	Thriller	1	REZ	of course it is. why wouldn't it be.	1.0	8
12592	Crime	1	CAESAR	all these years and you still don't know me, violet.	1.0	10
12593	Sci-Fi	1	MILLER	 peters, are you there?	1.0	4
12594	Adventure	0	ANNA	coronation day! ha ha!	1.0	4
12595	Comedy	1	TERRY	you do?	1.0	2
12596	Drama	1	WOODWARD	absolutely.	1.0	1
12597	Adventure	1	HAWK	weird...	1.0	1
12598	Romance	1	KRINGELEIN	i'm all right, doctor. there's no pain now -- only you don't know what that money means to a man like me.	1.0	22
12599	Romance	1	BLEEKER	can we make out now?	1.0	5
12600	Sci-Fi	1	FLYNN	no, take mega! i'll stay here and run interference.	1.0	9
12601	Romance	1	BOB	hello?	1.0	1
12602	Crime	1	GOPHER	oh, and it hurts. mercy, it hurts.	1.0	7
12603	Mystery	0	CHRISTINE	walter...?	1.0	1
12604	Drama	1	COUNSELLOR	listen, i'm gonna cut you some slack, but you're gonna have to meet me halfway here.	1.0	16
12605	Mystery	1	JEFFREY	i guess i should go.	1.0	5
12606	Mystery	1	COBB	 not when you hear what i'm selling.	1.0	7
12607	Romance	1	DENNIS	quoyle's right.	1.0	2
12608	Sci-Fi	1	PICARD	i see more than what you are.	1.0	7
12609	Romance	1	LANDON	will you marry me? numtoknumtoknumtok.	1.0	5
12610	Romance	0	NURSE	 seven hundred and eighty euros.	1.0	5
12611	Crime	1	TRAVIS	i never been to a commune.  i don't know.  i saw pictures in a magazine and it didn't look very clean to me	0.0	23
12612	Sci-Fi	0	STARLA	i know you've been alone, grant. almost forever. from here to there to there to here, there's never been another one for you.	0.0	23
12613	Mystery	0	STELLA	 ask for trouble and you get it. why there's a good boy in my neighborhood who went with a nice girl across the street for three years. then he refused to marry her. why? -- because she only scored sixty-one on a look magazine marriage quiz!	1.0	46
12614	Fantasy	1	SCARECROW	oh, come on now - everybody -- 	1.0	7
12615	Fantasy	1	DONKEY	inside	1.0	1
12616	Adventure	1	KUMAR	just calm down. cheetahs are used to eating zebras and shit. they're not known for eating humans.	1.0	17
12617	Western	1	MACREEDY	it's a little late for that...	1.0	6
12618	Romance	1	FERGUS	i don't know her.	1.0	4
12619	Horror	0	KELLY	"don't throw heads at me,  and stop calling me ""ma'am""!"	1.0	10
12620	Fantasy	1	BOB	jeep, sooner or later she'll realize you're the best thing that's ever happened to her.	1.0	15
12621	Romance	1	ROB	you just drove a fucking customer away, barry.	1.0	8
12622	Comedy	1	MAN	right-o. night.	1.0	2
12623	Comedy	1	BIALYSTOCK	but the play only cost $numtoknumtok,numtoknumtoknumtok to produce.	1.0	8
12624	Crime	0	LAURA	 did you hear the one about the king who turned his daughter into gold?	1.0	14
12625	Romance	0	TIFFANY	what? i'm not telling the truth?	1.0	6
12626	Horror	1	HALLORAN	room numtoknumtoknumtok?	1.0	2
12627	Comedy	1	TIM	hey, hey. come on. you're pretty and smart and just super awesome.	1.0	12
12628	Mystery	0	GLADYS	oh. yes, yes, all right.	1.0	5
12629	Romance	0	RITA	so what are we doing?	1.0	5
12630	Romance	0	HAZEL	it's not, it's... kind of my bible actually.	1.0	8
12631	Romance	1	APOLLO	the bicentennial heavyweight championship of the world is gonna be held in the only place it can be held -- philadelphia! -- the nation's cradle -- january first -- the first major event of our two hundredth year.	1.0	38
12632	Romance	0	GRAMMY	you know how much i love you kirk.	0.0	8
12633	Horror	1	TREVOR	what?	1.0	1
12634	Romance	0	MAGGIE	i think so... when i was walking down the aisle?  i was  walking toward somebody who didn't have any idea who i really was.  and it was only half the other person's fault, because i had done everything to convince him that i was exactly what he wanted.  so it was good that i didn't go through with it because it would have been a lie, but you -- you knew the real me.	1.0	74
12635	Romance	1	PAT	would you put it in here? it makes no sense for you to put it in here. numtoknumtok.	1.0	18
12636	Crime	1	BILL	 i don't get that?	1.0	4
12637	Horror	1	OTIS	let's go see.	1.0	3
12638	Sci-Fi	1	VICTOR	what have i done?	1.0	4
12639	Crime	1	DALE	good. `cause i will. numtoknumtok	1.0	5
12640	Adventure	1	LEX	we are not stealing my mom's car.	1.0	7
12641	Drama	1	GRADY	go fuck yourself, billy.	1.0	4
12642	Romance	1	LARCH	are you *four* months pregnant?	0.0	5
12643	Crime	1	HARRY	of course not, but----	1.0	4
12644	Action	1	HENESSEY	pork. on your nine.	1.0	4
12645	Crime	0	GINGER	there's no reason to hide my car. he already knows!  he threw it in my face! the second i get out of here, i -	1.0	25
12646	Crime	1	O'HARA	yeah, i heard him.	1.0	4
12647	Adventure	1	PAPPAS	yeah, they control the room well. stick strictly to the cash drawers.	1.0	12
12648	Mystery	0	LISA	 and you, and you friend doyle --  did you hear from him again -- since he left?	1.0	17
12649	Crime	1	SAM	ok, you got me.	1.0	4
12650	Fantasy	0	PING	 i've had twice the adventure, cried double the tears. two times the bad times in half the years. i need a strong man, because i've got twice the love to give.	1.0	31
12651	Crime	0	CAROL	 want to cry now? numtoknumtok.	1.0	5
12652	Comedy	1	HENRY	come on! let's go out! there's a den of iniquity right across the street! you got any money?	1.0	18
12653	Drama	1	PHIL	hello barbara. how nice to hear from you again. and so soon...	1.0	12
12654	Crime	1	EARLY	she wasn't feeling so good.	1.0	5
12655	Romance	0	LETTY	i need to give you this. numtoknumtoknumtok.	1.0	7
12656	Adventure	1	KUMAR	it was the best meal of my life.	1.0	8
12657	Romance	1	ENDICOTT	open up there, will you!	1.0	5
12658	Drama	1	PALOMINO	admired? that sounds rather professional.	1.0	5
12659	Horror	1	ANDY	i don't care ? i don't care ? fine, fine. i'm calling the american embassy tonight, okay ?	1.0	18
12660	Sci-Fi	1	RYAN	we can't.	1.0	2
12661	Romance	0	RUTH	 thank god we have alcohol.	1.0	5
12662	Romance	0	KIMMY	if you'd rather the lilac...	1.0	5
12663	Sci-Fi	1	GRANT	come on, baby, it's --	1.0	5
12664	Adventure	1	JACK	there's ... another exit?	1.0	4
12665	Fantasy	0	CORALINE	good-night, mom. good-night, dad.	1.0	4
12666	Horror	0	KIRSTY	no! he shouldn't be here! it	1.0	6
12667	Adventure	1	RAMBO	 are you okay?	1.0	3
12668	Mystery	1	COOCH	but this doesn't make any sense, ray. if it's just been sitting in this dry wash for seven days... why the hell didn't we find it?	1.0	26
12669	Crime	1	ARCHER	what more proof do you need?	1.0	6
12670	Action	1	COMMODUS	is the battle won?	1.0	4
12671	Fantasy	1	JONATHAN	we'll sneak up and steal that book right out from under them.	1.0	12
12672	Drama	1	DIRK	no. no. i wanna shoot the scene. i'm ready to shoot the scene. i'm fine.	1.0	15
12673	Romance	0	MOLLY	hey guys! you made it! hooray! thanks for coming.	1.0	9
12674	Fantasy	0	JENNY	within six months, his trust had purchased the entire town. with one exception.	1.0	13
12675	Horror	1	SPECS	right. i heard about this from lorraine. he is in a coma, the cause of which is unknown?	1.0	18
12676	Adventure	1	FRANCESCO	hey, she has good taste.	1.0	5
12677	Animation	1	MUMBLE	we're looking for the mystic beings	1.0	6
12678	Crime	1	FOX	defense department project for tight-geometry urban pacification. rotors configured for maneuvering between buildings without recirculation.	1.0	15
12679	Romance	0	HANNAH	 you know, we-we understand completely if, you know, if you feel you'd-you'd rather not.  i didn't mean to spoil the evening.  now let's move on to another topic.	1.0	28
12680	Drama	1	BARRY	down right controversial, probably.	1.0	4
12681	Adventure	0	SISSY	 she's just a little embarrassed. see, jussy and i are putting together this documentary for our human sexuality class, and we need a male perspective on the clitoris.	1.0	28
12682	Romance	0	JANINE	look, i am trying here. do you want to save our marriage or don't you?	1.0	15
12683	Mystery	1	ROQUE	wait.	1.0	1
12684	Crime	0	CYNTHIA	why're you telling me this?	1.0	5
12685	Romance	0	CHARLOTTE	i am, but no -- it's because of my birthday wish.	1.0	11
12686	Drama	0	ROLLERGIRL	i don't wanna leave the room.	1.0	6
12687	Drama	0	ROLLERGIRL	jack, i can't hear a word you're saying.	1.0	8
12688	Romance	1	SPACCAFICO	toto, this is no film for the common herd. one day'll be more than enough...so tonight, please set up tomorrow's film, so the projectionist who is coming will find it ready.	0.0	31
12689	Mystery	0	NINA	excuse me?	1.0	2
12690	Comedy	1	FARMER	good evening, everybody. the incredible has happened. the indians have finished the regular season in a first place tie with the new york yankees on the strength of a numtok-numtok win over the tigers in detroit today. there will be a one-game playoff here in cleveland the day after tomorrow to decide the eastern division championship, the indians having won the coin flip held just moments ago in the american league office. we'll have further details on the news at numtoknumtok, but for now, get your tomahawks ready, cleveland.	1.0	89
12691	Mystery	1	EAMES	forget it. we go any deeper, we just raise the stakes. i'm sitting it out on this level.	1.0	18
12692	Romance	0	LETTY	i haven't heard an apology.	1.0	5
12693	Drama	1	URI	whilst in this instance your husband wasn't transported abroad because of logistics.	0.0	12
12694	Fantasy	0	CORALINE	cats don't talk at home.	1.0	5
12695	Mystery	1	JEFF	she expects me to marry her.	1.0	6
12696	Mystery	1	PATCHETT	a vulgar term, but yes.	1.0	5
12697	Action	1	HUMMEL	tom?	1.0	1
12698	Mystery	1	VOICE	you follow directions good. now let's wrap this production. go to the sunrise studios backlot. i'll call you when you get there.	1.0	22
12699	Adventure	1	KRISTOFF	...flawless.	1.0	1
12700	Drama	1	BENNY	there's a beast back there.	1.0	5
12701	Fantasy	1	KYLE	i'll go.	1.0	2
12702	Romance	0	TABBY	it is.	1.0	2
12703	Romance	0	LORETTA	i'm thirty-seven years old.	1.0	4
12704	Drama	1	WALTER	play after play.  tide going for new york one minute, atlanta backed up to their own end zone.  two plays left.  walter excited,	1.0	23
12705	Drama	1	GEARY	oh yeah? what am i - perry mason here?	1.0	9
12706	Mystery	1	JERRY	i'm so in your debt.	1.0	5
12707	Mystery	1	PETER	 you took the words right out of my mouth.	1.0	9
12708	Crime	1	ANTHONY	i'm not hungry.	1.0	3
12709	Comedy	1	HARVEY	you'd do that for me, man? that'd be great! i can't draw a straight line!	1.0	15
12710	Crime	1	SAUL	like, really balls.	1.0	3
12711	Romance	0	APRIL	well, sweetheart. it's a big world out there and we thought maybe we should go see a little bit of it.	1.0	21
12712	Romance	0	GIGI	look, i'm not gonna judge about what may or may not be important to someone.	1.0	15
12713	Mystery	0	SUSAN	i've got to go --	1.0	5
12714	Drama	0	CASSIDY	i'm sure it seems retarded, but i gotta keep that line. it's how i've been able to live with myself the last numtoknumtok years.	0.0	24
12715	Romance	1	STAINER	these people hardly know you.	1.0	5
12716	Comedy	0	CHRISTY	"""health teacher flunks her own lesson!""  no way!  it's miss pratt, smoking a doobie!"	0.0	14
12717	Mystery	0	VITTORIA	wait!	1.0	1
12718	Drama	1	TODD	no, no... that's good, joe.	1.0	5
12719	Sci-Fi	1	DASCOMBE	they will if it's you that's telling it to them.  now let's try it again.	1.0	15
12720	Drama	1	LETOUR	read me. what do you see?	1.0	6
12721	Romance	0	ESTELLE	nick, put the dog in the basement.	1.0	7
12722	Crime	1	SAUL	yeah...okay. less scary shit happens in the day.	1.0	8
12723	Drama	0	SKEETER	you can't prove anything, hilly.	0.0	5
12724	Sci-Fi	1	KELVIN	you didn't look very happy.	1.0	5
12725	Crime	0	LINDA	uh-uh.	1.0	1
12726	Drama	1	YUSSEF	see.	1.0	1
12727	Sci-Fi	0	STARCK	it's not bullshit, it's the only conclusion the data supports...	1.0	10
12728	Western	1	HAVEN	and, naturally, you didn't do anythi about it?	1.0	8
12729	Horror	0	RENAI	how would you know what you do? you're asleep.	1.0	9
12730	Romance	1	DIETER	i started out believing in this trial, i thought it was great, now i think it's just a diversion.	1.0	19
12731	Drama	1	MEEKS	an original piece by charlie dalton.	1.0	6
12732	Romance	1	STRIKER	i'll take it, elaine.	1.0	4
12733	Drama	1	WHEELER	more than your friend. family.	1.0	5
12734	Crime	1	GENE	that's right.	1.0	2
12735	Crime	1	HARRY	you know: you're really a very negative person.	1.0	8
12736	Crime	0	MARTHA	yes...	1.0	1
12737	Crime	1	KEYES	sez you. all you're gonna get is the cops.	1.0	9
12738	Crime	0	GINGER	 okay? and you're embarrassing me. why do want to make me feel so bad?	1.0	14
12739	Mystery	1	CARY	joe, what are you doing?	1.0	5
12740	Horror	0	KIMBERLY	i don't know what's weirder, the dialing a wrong number part or that death would set you up nine months in advance.	1.0	22
12741	Comedy	0	DEBBIE	it looks awful.	1.0	3
12742	Crime	1	CATFISH	"what?! what fuckin' ""boss?"" you best watch your ass, sand nigger."	1.0	11
12743	Mystery	1	JACK	i'm trying to figure what angle you're playing this time, but i sure as hell can't see one.	1.0	18
12744	Horror	1	JERRY	"yeah, no shit i just told ya.  hey, you think this place called alien ed's ufo welcoming center is still around? it says, ""where the fact is separated from the fantasy."""	1.0	31
12745	Comedy	1	LANDLORD	what are you doing here?	1.0	5
12746	Crime	1	ROCCO	okay... whatever.  my mom's gonna kill me.	1.0	7
12747	Sci-Fi	0	BIANCA	bianca, try not to be so bloodthirsty when you're at	1.0	10
12748	Sci-Fi	0	SELENA	you're a regular einstein, aren't you?	1.0	6
12749	Adventure	1	BRODY	he's from the oceanographic institute	1.0	5
12750	Comedy	0	CORA	ellen, i --	1.0	3
12751	Mystery	1	JEREMY	i think it's more common in children. when did your brother stop?	1.0	12
12752	Drama	1	LAZARUS	yes, i do. cuz i feel for you. mean to say...  i got feelings for you. and i didn't want you to think... i didn't...  i don't want you to go away. there's better ways to say what i'm trying to say, but... they it is. don't go away.	1.0	49
12753	Crime	1	CLYDE	 we got $numtok.numtoknumtok and you're laughin'.	1.0	6
12754	Crime	1	BRIAN	hey, hey, relax, relax!	1.0	4
12755	Western	0	HELEN	the way you act, it must be somethin pretty secret.	1.0	10
12756	Action	1	HUB	just because you talk the talk doesn't make you an expert. and just because you read my file doesn't make you an expert on me.	1.0	25
12757	Drama	1	SIDNEY	 tell him.	1.0	2
12758	Fantasy	1	HECTOR	so, where is my home?	1.0	5
