	actual	char	line	pred	prob	linelength
18727	1	OTTO	Yeah.	1.0	0.700356721878	1
18728	0	CLEAR	Move it!	1.0	0.738311588764	2
18729	1	DIRECTOR	The Camel Institute. Tell me                                * about that, anything with patients                          * there? Or . . .                                             *	1.0	0.90154260397	18
18730	1	TYRONE	(continuing after                                  * Sol's put the phone                                * down)                                               * He's not on his own. 89   INT. TYRONE'S CAR We cut to Vinny and Sol tearing round to Boris's.. They're driving Tyrone's car. As they arrive, Tyrone jumps out in the middle of the road. They screech to a halt, narrowly avoiding squashing Tyrone.	1.0	0.992004096508	54
18731	1	HARVEY	What's wrong?	1.0	0.679144144058	2
18732	0	NORA	What on Earth are they doing?	1.0	0.716361939907	6
18733	1	STARKS	If everything hadn't happened the way it has, then I wouldn't be here right now, sitting in a car with you, touching your face.	1.0	0.682497262955	24
18734	1	JIM	Oh -- Mr. Tesander --	1.0	0.678928554058	5
18735	0	HOSTESS	(beaming) Are you coming to complain about the noise?	1.0	0.583063721657	9
18736	0	MARTHA	Is Lucy coming?	1.0	0.72874712944	3
18737	1	PAUL	No. I work at the Mille Collines. 39.	1.0	0.917325019836	8
18738	1	WAYNE	Um, so, I notice you haven't taken any personal days. Come on, you look like crap, go home.	1.0	0.624274492264	18
18739	0	ELLIOTT	Okay, but when you see her, don't tell her that you painted historical consciousness on the wall... 1983 CHICKEN MCNUGGETS	1.0	0.877844750881	20
18740	1	JIMMY	Me too.	1.0	0.676873624325	2
18741	1	PAUL	Hold it!	1.0	0.710337460041	2
18742	1	NICK	(he can hardly hear) What's that noise?	1.0	0.625112175941	7
18743	1	RONNIE	Fuck no. There's no way I'd date that... person who's obviously not hot.	1.0	0.798561632633	13
18744	1	PROXIMO	And keep them moving, their lungs aren't strong, ground the spears as soon as you can and then go for the ax-men.  If you get all four there's an extra bonus so don't be distracted by the Spartans...	1.0	0.807609856129	38
18745	0	ALLY	Shane Spencer.	1.0	0.660946547985	2
18746	1	BRET	Must be nice.	1.0	0.710691928864	3
18747	0	CAROLYN	(tearful) No, I'm glad because you're old enough now to learn the most important lesson in life: you cannot count on anyone except yourself. (sighs) You cannot count on anyone except yourself. It's sad, but true, and the sooner you learn it, the better.	0.0	0.240007981658	44
18748	1	HASTINGS	(plaintively) Lemonade?	1.0	0.676461279392	2
18749	1	GRUG	Hold her still. Use a rock. Ugga would you just hit her legs.	1.0	0.615343689919	13
18750	1	STRIKER	(into microphone) Okay, I'm going to unlock the automatic pilot.	1.0	0.888801217079	10
18751	1	MILO	(he smiles) You're compulsive.	1.0	0.659441828728	4
18752	1	BROWN	Mobility's good? No problem gettin' off the throw to second?	1.0	0.923177480698	10
18753	1	DUDE	But your father--he runs stuff, he--	1.0	0.561425507069	6
18754	1	STEWART	Ohhhhh my love	1.0	0.607761561871	3
18755	0	HARRIET	I'll make us some tea.	1.0	0.62269961834	5
18756	0	SIDNEY	Oh God, help me. We have to call the police.	0.0	0.454093247652	10
18757	1	OTIS	What! God damn, how many?	1.0	0.7843131423	5
18758	1	MICHAEL	The truth can kill, my friend. Five hundred men died out there. This isn't a story they'd ever want out. When Paul's car blew up I realized the scope of the thing. I knew they meant business.	1.0	0.845051586628	37
18759	1	HUB	You're staying with your family. I'm back in the morning.	1.0	0.669555544853	10
18760	0	TONI	You look beautiful.	1.0	0.687586307526	3
18761	1	ROCCO	No, look. No rolling. Nothing needs to be rolled.	1.0	0.767487406731	9
18762	1	CHUCK	I have to go.  I'm on call for overflow down at the Hub.	1.0	0.716911792755	13
18763	0	BELLA	If I was going to lose someone else, needed to know why.	1.0	0.670803904533	12
18764	0	HEATHER	Carter said. He got some job at some company, giving his uncle hand-jobs.	1.0	0.855131208897	13
18765	0	JEANNE	Yeah.	1.0	0.700356721878	1
18766	0	HEDRA	It's me. I interrupted you when I called you in for breakfast. And Allie, it's my fault.	0.0	0.28660094738	17
18767	1	JIM	Now!	1.0	0.679144144058	1
18768	0	LENA	Can I ask you, can I trust to leave my keys with you and give them to you so that when they get here you could give them to them?	1.0	0.6407969594	30
18769	1	VICK	Oh, great. Yeah, I'm working on bringing the next big dessert craze to Los Angeles. It's gonna be huge.	1.0	0.924550771713	19
18770	1	CRAWFORD	I know... Graham looks away. Then he lights anot	1.0	0.602469444275	9
18771	1	LEO	And Chester replies...	1.0	0.679144144058	3
18772	1	BENI	Kill them.	1.0	0.705564141273	2
18773	1	WHIP	(into his mic) We're not gonna make that!	1.0	0.90331530571	8
18774	0	MONROE	Did you want a quiet word?	1.0	0.667514204979	6
18775	1	SANTIAGO	I know a woman who can take care of them.	1.0	0.700695872307	10
18776	1	JIM	William Walter, the night clerk on duty here in the FBI office, gave me a copy of this.  It went all over the country.  Nothing was done, and the motorcade went ahead on schedule - and this wasn't even mentioned in the Warren Report!  Read it, Al.	1.0	0.774846851826	47
18777	1	COLIN	Come out with me tonight.	1.0	0.748457491398	5
18778	0	DIL	That should make her happy.	1.0	0.659190833569	5
18779	1	BEN	And if you can't get service, what am I gonna do, you know?	1.0	0.695304691792	13
18780	0	AMES	But how do we explain the fact he was in prison?	1.0	0.744785368443	11
18781	1	CAESAR	Fuck, this happened before.  It's this shitty ear.  Born with it.  The batteries wore out in my aid.  I'm sorry.	1.0	0.55334675312	20
18782	1	SAM	I don't give a shit what it is! You ain' gettin no limo, end of story.	1.0	0.832461774349	16
18783	1	JOEL	You're drunk.	1.0	0.711792171001	2
18784	1	SMECKER	Now these guys dove under the table. The trajectory on the bullets show they came from straight across. So this means one of our shooters... dropped to his knees...	1.0	0.922858774662	29
18785	1	FRANK	What's the matter, Kirsty? It's only Frank. It's only Uncle Frank.	1.0	0.797552347183	11
18786	1	HOOPER	20 feet, if it's an inch...	1.0	0.771923840046	6
18787	0	GINGER	(softening) Come here, wimp.	1.0	0.9262393713	4
18788	0	RUBY	We came by here a week ago, they were waist high in hay.	1.0	0.822838902473	13
18789	1	RUDY	Yes!	1.0	0.679144144058	1
18790	1	GANDHI	I know a way out of hell.	1.0	0.713311076164	7
18791	1	DOORMAN	Hey, what's up, shorty? What's up pretty girls? See y'all when y'all get out. Take care of yourself.	1.0	0.885869622231	18
18792	1	DURKIN	(into phone) What the hell are you doing down there?	1.0	0.806334376335	10
18793	1	LLOYD	Relax, it's empty.	1.0	0.670564651489	3
18794	1	EDWARD	I guess three thousand dollars does not buy loyalty, does it ?	1.0	0.914542853832	12
18795	1	BRODY	You stay right here. You're going in with me.	1.0	0.805624604225	9
18796	1	EXLEY	Who told you?  Did Dudley have anything to do with you finding out?	1.0	0.976835131645	13
18797	0	MAGGIE	Not this one.  This one's on me.	1.0	0.679144144058	7
18798	1	OLIVER	(to Sadie) She said we could watch it.	1.0	0.639650464058	8
18799	1	EUGENE	(sarcastic) Oh, you must have read about that kid who had a dream about a plane crash so he got his buddies off the plane? Then the thing blew up just like in the dream?	1.0	0.860967874527	35
18800	1	SURFER	. . . No . . .	1.0	0.679144144058	7
18801	1	RANDY	Open it.	1.0	0.679144144058	2
18802	0	MOTHER	What do they call you, sweety?	1.0	0.692972242832	6
18803	1	JOE	I think she was an optical delusion, man. Psychology-wise it ain't good to dwell on it. You'll alter your ego or something. Anyway, catch ya tomorrow night?	1.0	0.934878528118	27
18804	0	CLAUDIA	So... Oh, how I wish that everything were so much simpler... that people could just come together by the color of their hair or the size of their shoes. What size shoe do you wear? Size 9. That's a very lovely size. But I'm sorry, I wear size 8.	1.0	0.540965497494	49
18805	1	JOHN	Walk away.	1.0	0.688766777515	2
18806	0	LISA	Where does a man get the inspiration for a song like that?	1.0	0.797575175762	12
18807	0	KATE	Mum. You've got to stop calling. (beat) What? I can't hear. Hold on. 30.	1.0	0.733848333359	14
18808	1	MOSS	Show Must Go On.	1.0	0.736039102077	4
18809	1	VALJEAN	Must be Javert. He's found my cover at last. I've got to get Cosette away Before he returns. He comes back to Cosette.	1.0	0.725429415703	23
18810	1	WILLY	I'm TELLING you, we have to TURN BACK He's DOING SOMETH-	0.0	0.368796527386	11
18811	1	QUAIL	People do go to Mars, you know.	1.0	0.679144144058	7
18812	0	DOROTHY	Oh God, Jeffrey. is that you? Oh God.	0.0	0.169810846448	8
18813	1	RYAN	Just remember, don't apologize. Don't tell them how hard this is for you. Today is one of the worst days they will ever have. What we feel doesn't even compare.	1.0	0.675080418587	30
18814	1	BRYER	It's not in the evidence locker.	1.0	0.777536869049	6
18815	1	WALTER	You read that in a book.	1.0	0.679144144058	6
18816	1	LLOYD	Blew it? For your information, we only missed three days in two months	1.0	0.767142117023	13
18817	1	GROVER	(to Bitsey) And these days I always like to ask, now do you prefer Miss, Mrs. or Ms.?	1.0	0.745496869087	18
18818	1	CEREAL	What's that?	1.0	0.679144144058	2
18819	1	SAITO	Not if there were unexpected maintenance with his plane.	1.0	0.824198007584	9
18820	1	LION	...has been simply unbearable.	1.0	0.734646737576	4
18821	0	ELLA	But...	1.0	0.679144144058	1
18822	1	LANCEY	(turning his card) No stay.	1.0	0.757131457329	5
18823	1	GRAHAM	While they were trying to fix her up, all she kept asking about was you.	1.0	0.620773911476	15
18824	0	GRANDMA	Hello there.	1.0	0.638786435127	2
18825	1	CASTOR	Jon Archer. (immediately alert) Where is he?	1.0	0.870792388916	7
18826	1	CHARLIE	I won't tell anybody.	1.0	0.672024786472	4
18827	0	TIGRESS	How do you know you're not looking at her?	1.0	0.655045330524	9
18828	1	TONY	Charlie, you're talking about three guys over a seven year span. That's hardly news. No deaths. Elopement in this state, as of this day, is still not illegal.	1.0	0.763716459274	28
18829	1	DANNY	Too obvious.	1.0	0.687034487724	2
18830	1	LEOPOLD	(giving Larry the once over) Kate, may I have a word with you?	1.0	0.924570322037	13
18831	0	NURSE	Thanks for the coffee.	1.0	0.62108618021	4
18832	1	CURT	There--don't you see it? Speed up, you're losing her--	1.0	0.725121319294	9
18833	1	JOEY	Wait.  Wait.  The chains.  Where did the chains come from?	1.0	0.87325578928	10
18834	1	TODD	Well, I better go.	1.0	0.667198359966	4
18835	1	GABRIEL	I know.	1.0	0.679144144058	2
18836	0	CLAIRE	I thought it was Mrs. Feur, but it's not...	1.0	0.588740706444	9
18837	0	WENDY	It's amazing how much activity is going on today.	1.0	0.894189119339	9
18838	1	BLEEKER	Why?	1.0	0.679144144058	1
18839	1	DICK	As your affluence expands--	1.0	0.683474719524	4
18840	1	NICK	(shakes his head) Fuckin, Zookerman --	1.0	0.95964038372	6
18841	1	ANDRE	Why not? It'll look like just anothe Aspen love triangle. You caught the two of them in bed, handcuffed them to the post, murdered them, and kill yourself.	1.0	0.55364048481	28
18842	0	LILA	Because I'm really trying, you know. Rosie says maybe only another two years of the elctrolysis.	1.0	0.574291884899	16
18843	1	STUCKY	Yeah, I remember Mr. Alacard the shop teacher use'ta call you Little Dick Wick. Hey, wasn't there a song we made up to go with that?	1.0	0.832903981209	26
18844	1	DOC	Are you going to tell him -- or you want me to? (beat) Smith owns Adobe Flat. He leased it to Komako -- thought he had cheated him, thought Komako could never even run stock without water. There was never any water on Adobe Flat. Komako dug a well, by hand. He must have went down one hundred and fifty feet.	1.0	0.973983108997	61
18845	1	NEFF	How about your step-mother?	1.0	0.679144144058	4
18846	1	JOHN	Okay. Promise?	1.0	0.644102275372	2
18847	0	ROSE	There are more on the other side.	1.0	0.693441390991	7
18848	1	YURI	Sun umbrellas.	1.0	0.632617712021	2
18849	1	O'CONNELL	Stay here!	1.0	0.779920041561	2
18850	1	ROSS	We think it's a hit-and-run. A drunk driver, probably, But there is a possibility of a revenge killing.	1.0	0.810999810696	18
18851	0	STELLA	Turn it on and see.	1.0	0.71207010746	5
18852	1	JACK	What are you going to do? Have me shot?	1.0	0.642880380154	9
18853	1	DANTE	You can't. You must. Don't sit down.	1.0	0.669353544712	7
18854	1	OSBOURNE	... Cold. He taps the old man on the knee and rises.	1.0	0.82240152359	12
18855	1	RYAN	Listen to me Matt. You're going to see a girl with brown hair. She's Sarah, her hair is probably a mess. That's okay, she doesn't like to brush it.	0.0	0.467882215977	29
18856	1	WAYNE	Isn't that when you sit on other dudes' faces?	1.0	0.871641039848	9
18857	1	GABRIEL	I want you to get something for me. A few personal effects the cops ripped off from the lovely Allenwood Arms on Seventh Street. It'll be sitting in their property room down on San Julian.	1.0	0.801166534424	35
18858	0	ROXANNE	I'll take it.	1.0	0.669546127319	3
18859	1	STICKMAN	Okay, we're coming out. Get your YO bets, C&E, any seven...	1.0	0.788917005062	11
18860	1	PAUL	Well, since you know what the he is going on, what have you done get me out of here?	1.0	0.703984320164	19
18861	1	KEOUGH	(taking aim) Alright.  Game over.	1.0	0.948526263237	5
18862	0	CLEAR	You have to tell us now.	1.0	0.679144144058	6
18863	1	MICKEY	(laughing) Well, what about me?	1.0	0.525967299938	5
18864	1	JOHN	(smiling) Naw. Those kids'd sleep through an earthquake. They're good kids. (handing her the pills and water) Here, take a couple of these. They're just what the doctor ordered.	1.0	0.867926716805	29
18865	1	JOEL	Oh, I doubt that's the case.	1.0	0.594300448895	6
18866	1	MILLER	One of my men is down. I want to know what happened to him.	1.0	0.675868690014	14
18867	1	HARRY	No sweetheart, you can't.	1.0	0.679144144058	4
18868	0	TIFFANY	Yes, you do.	1.0	0.679144144058	3
18869	1	MORTIMER	This must be secret.	1.0	0.730112373829	4
18870	1	COLE	(lifting an organ of some sort O.S.) It's all right, I forgive you. I'm not the vengeful type. We'll forget what happened. Why don't we take a trip together? Maybe kill a few lions in Kenya over Christmas.	1.0	0.805573940277	38
18871	0	CAROL	I thought maybe we could be roomies for a while. You know, while you figure out what's next.	1.0	0.70687186718	18
18872	1	LARCH	I'll show him a *gift*! I'll give him a gift he can *use*!	1.0	0.706910312176	13
18873	0	DANIELLE	A pony.	1.0	0.68439412117	2
18874	1	ADAM	That is absolutely not true.	1.0	0.823750793934	5
18875	1	BORIS	What are you doing with him?	1.0	0.61217468977	6
18876	1	HOLLOWAY	The Engineers aren't from here. This moon's just an outpost. Abandoned. But if we follow that map, we may yet make contact with a living civilization.	1.0	0.945979952812	26
18877	0	JODY	What are you saying?	1.0	0.663545370102	4
18878	1	STARKS	Ok, listen. I want you to get out of here and lock the door behind you. I'll go get some doctors. 63.	1.0	0.584302246571	22
18879	1	RUSH	Which way to the power supply?!	1.0	0.757705807686	6
18880	0	SIDNEY	Not so fast.  We're gonna play a little game. It's called GUESS WHO JUST	1.0	0.765388846397	14
18881	1	WILL	It's okay. He couldn't have gone far. I'll catch up with you later.	1.0	0.66706597805	13
18882	0	LAURA	...in Santa Barbara...	1.0	0.69633436203	3
18883	1	NICKY	I mean, unless Ace made his bet.	1.0	0.738325119019	7
18884	1	ELI	"(expansively) ""Burt,"" stop worrying! Haven't you heard of ""movie magic?"" (pointing to the etched glass doors of the hotel) That door is ""the looking glass,"" and inside...is Wonderland. You're gonna pose as a stunt man, who's posing as an actor, who's posing as a character in a movie...who's posing as an enemy soldier...In that big a crowd, who's gonna notice you? People like to believe in things and cops are just people."	1.0	0.972858905792	72
18885	1	ELIOT	Exactly.   For Anna.   She belongs here.	1.0	0.718742549419	6
18886	1	DIGGER	I have a suggestion...	1.0	0.778176188469	4
18887	1	RONNIE	I hate this town. You can't round the corner without bumping into someone who's got your number. (a brief look at Rae) We did a lot of dreamin', me and Rae. Makin' plans to get out. I'd do my tour and... we'd move outta here. Go to Chattanooga. And I'd work for my uncle. (looks down, tears come to Ronnie) But... when Rae gets like she does. And she does the things that she always done. Makes me feel like she loves this place more'n me.	1.0	0.755995392799	86
18888	1	NICK	(opening the door) Listen...	1.0	0.688549816608	4
18889	1	GUY	You could put the ring in her ass and let her fart it out.	1.0	0.70107793808	14
18890	0	WYMAN	How 'bout six-figures for this fool? How 'bout that love? 11.	1.0	0.754254817963	11
18891	1	RONNIE	Are you going to quit drinking?	1.0	0.643299937248	6
18892	1	JETSON	Uh, Matthew...	1.0	0.695057213306	2
18893	0	ANDREA	But he's seven. What kind of stress can he have?	1.0	0.637347638607	10
18894	1	MUDDY	Rose Rose has runned away!	1.0	0.717236578465	5
18895	1	ANDREW	You really think so-	1.0	0.633599817753	4
18896	0	NEWSCASTER	...of the fatal stabbing and robbery of Mr. Joseph Davies Robbins...	1.0	0.75685685873	11
18897	1	MOSS	And is bigger than a triumphal Homecoming...?	1.0	0.679144144058	7
18898	1	DOOM	Exactly what I said I would: I built a better, stronger being.  And outsmarted the great Reed Richards --	1.0	0.552882552147	19
18899	0	CASS	And I was confused.	1.0	0.679144144058	4
18900	1	STU	Jesus, what kind of father am I?	1.0	0.751378297806	7
18901	1	JIMMY	Why couldn't you have just stayed?	1.0	0.670897305012	6
18902	0	NINA	My hands are all sweaty. Andrew touches them. She grabs onto his hands. She looks at his face. His eyes twinkle at her. Lily slides in next to her. Nina sees her and melts into her body. Lily hugs her back.	1.0	0.912862062454	41
18903	1	DENG	I don't know.	1.0	0.655548393726	3
18904	0	KENDAL	Well it is a miracle he ever got back. And, I'm sure, Mr. Treves, under your expert care, he'll have many happy years ahead.	1.0	0.790466189384	24
18905	1	EDWARD	My sister says it is in South America	0.0	0.462807148695	8
18906	1	JOEY	Woah.  Wait a minute.  Who?  The kid?	1.0	0.779615104198	7
18907	1	STAINER	This is important. I was good to you. I was sensitive, right?	1.0	0.679144144058	12
18908	1	UTAH	Sir?	1.0	0.872684657574	1
18909	1	VINCE	I got this one!!! This one's mine!!!	1.0	0.795629262924	7
18910	1	OTTO	Don't want to talk about anything else. We don't want to know. We're just dedicated. our favorite shows. Saturday night live, Monday night football, Dallas, Jeffersons, Gilligan's island, Flintstones. ]	1.0	0.677315473557	30
18911	0	HOLLEY	(analyzing the data) I'm working on it.	1.0	0.89703977108	7
18912	1	KYLE	You can stop that shit right now. I'll come over there and remind you what it feels like to get your ass whipped. 70.	1.0	0.766220986843	24
18913	1	NATHAN	I'm about to faint... And if you call an ambulance, I will fucking kill you.	1.0	0.697861135006	15
18914	1	JEROME	Far as I'm concerned.	1.0	0.696599662304	4
18915	1	KENNY	Oh, you're dumb all right, you hairy ass punk. But please, allow me to clean the friggin' windshield. I insist.	1.0	0.922595143318	20
18916	1	MYERS	Well good n-	1.0	0.732703983784	3
18917	1	SAMIR	I want you to bleed... as we have bled.	1.0	0.890276134014	9
18918	1	HOLLOM	Belay. Sorry. Sorry.	1.0	0.67897939682	3
18919	1	JOE	I thought I was going to have the summer for myself--	1.0	0.630748391151	11
18920	1	DONNELLY	Yes.  I understand you're taking away the remains.	1.0	0.894453108311	8
18921	1	NOTTINGHAM	Yet again you are the sole survivor, cousin? Interesting. And the gold?	1.0	0.815399765968	12
18922	1	HATTEBERG	What are you guys getting up to tonight? The focused Twins player looks at Scott like he's crazy.	1.0	0.823186039925	18
18923	1	BRIAN	Well, if nothing else, it's nice to know we can still be friends.	1.0	0.659104645252	13
18924	1	SHIFU	Master, your vision...your vision was right. Tai Lung has broken out of prison. He's on his way!	1.0	0.853136658669	17
18925	1	THEO	I didn't stop to take his pulse.	1.0	0.676773488522	7
18926	0	CHRIS	Hey, Sue! Just who I've been looking for! Sue looks up and tries to force her face into a smile. Chris slides into the booth across from her and thrusts her John F. Kennedy school yearbook across the table  an action which Sue involuntarily jerks away from out of nervousness.	1.0	0.518038511276	50
18927	1	RAY	Are you kidding! I could fly. You wrote that? You got others?	1.0	0.623151540756	12
18928	1	LUKE	You want us to take him tonight? Give you some private time with Annab....	1.0	0.709014117718	14
18929	0	MARGIE	Okay Shug...Grandma needs you to go in--	1.0	0.726121604443	7
18930	1	RANDY	Hello? Yeah....HOLY SHIT.	1.0	0.853302359581	3
18931	1	SHANE	But I can't do this without your help, okay? We need a little more cooperation here. (the Kids nod) Tell you what -- let's start over. From now on, you listen to me, and do what I say. (to Zoe and Todd:) And I... I'll listen to you too. Deal? Truce -- okay?	1.0	0.793525874615	53
18932	1	KAFFEE	You think Dawson and Downey know it was an illegal order?	1.0	0.628066956997	11
18933	1	CHARLIE	I said what I meant -- two hours.	1.0	0.668239176273	8
18934	1	STEWART	I have got us some excellent land. Baines has taken some queer idea to have a piano, and you are to give him lessons. Have you taught before?	1.0	0.816899418831	28
18935	0	TATUM	Bye.	1.0	0.629022836685	1
18936	0	MARGE	Since he sleeps with every girl you ever show an interest in, why don't you just keep your Libbets thing a secret from him?	1.0	0.754448592663	24
18937	1	REESE	(to Sarah) Rad tubes?	1.0	0.763179540634	4
18938	0	JULIENNE	Then the store blew up.	1.0	0.693915188313	5
18939	0	BICKERMAN	(offended) No, I did not. (then) The crocodile did kill him, though. But it was all... it was a mistake.	1.0	0.718369543552	20
18940	0	ELLIE	You always looked great in that suit... And Ike? (emotional) I'm happy for you, honey.	0.0	0.446094155312	15
18941	1	NICK	(startled) Yeah.	1.0	0.647727549076	2
18942	0	MARY	Why? You gonna do something about it?	1.0	0.68187379837	7
18943	0	KATHERINE	Do you think it's really over?	1.0	0.520536482334	6
18944	0	BREE	(harshly) Why?	1.0	0.679144144058	2
18945	0	VIVIAN	Look, you made me a really nice offer. And a few months ago, no problem. But now everything is different, and you've changed that. And you can't change back. I want more.	1.0	0.594356536865	32
18946	1	TED	(clearly attracted to her) I don't know... I've been worried... (glancing around, making sure Billy is out of earshot) I mean, with what he's been through and everything. I	1.0	0.591312885284	29
18947	1	AUGUSTUS	It is a necessary step. We cannot let this escape.	1.0	0.863935768604	10
18948	1	RUSTY	Given its location, my doctor advised against it.	1.0	0.920060634613	8
18949	0	REBECCA	It's important that I get this information. It will make a resc	1.0	0.618449091911	12
18950	1	OZZIE	W h a d d y a s a y we just forget about it, huh? How about I go getcha a beer? He makes a move past but his visitor doesn't budge. Lincoln senses danger in this old man, whose fear is now manifest-	1.0	0.817204535007	45
18951	1	HECTOR	Huh ?	1.0	0.679144144058	2
18952	0	ANNA	Don't do what? Help struggling singers?	1.0	0.666840791702	6
18953	1	ACE	These guys won their comped life when they got elected. So, hey, why not take advantage of it? Still, the politicians come cheap. We could handle them.	1.0	0.904897689819	27
18954	0	MOTHER	(with a quiet fury) Better off? How could she ever find love and happiness, if you did what you're talking about? Are you insane?	1.0	0.60259103775	24
18955	1	BADCHUCK	If they can't see you, what's the point?	1.0	0.684837698936	8
18956	0	MEGA	Flynn!   Go with the others!   Run!	1.0	0.876057803631	6
18957	0	ESTELLE	In my house! How dare you! 48.	1.0	0.51049476862	7
18958	1	RUSH	Ouch!	1.0	0.724191606045	1
18959	0	MARTHA	Lucy?	1.0	0.667260289192	1
18960	1	OLAF	Love experts?!	1.0	0.68251490593	2
18961	1	SCOTT	Are you kidding, sir...?	1.0	0.78039252758	4
18962	1	GARVEY	-- Elizabeth Martin, of Danvers, Massachusetts, do hereby --	1.0	0.886133372784	9
18963	1	TIM	Tss. Ruined it more like.	1.0	0.679432570934	5
18964	0	RACHEL	Monday lunch, you walk up with Finger STABS out...	1.0	0.773626089096	9
18965	1	JACK	Dr. Stanton, I presume.	1.0	0.662916302681	4
18966	1	SID	I can't. She... (torn) My life is here.	1.0	0.692104876041	8
18967	1	BLADE	Like what?	1.0	0.686810076237	2
18968	1	MARCO	Loud and clear. 75.	1.0	0.711985290051	4
18969	1	DANNY	Come on! Who is it?  Domingo's boys?	1.0	0.817744374275	7
18970	1	SIMONS	(indicating the papers) More denunciations?	1.0	0.765548586845	5
18971	0	MARY	(somewhat guiltilly) It's just...y'know... I mean...	1.0	0.545826137066	6
18972	1	NAKAGAWA	I am Detective Nakagawa. This is Detective Igarashi, my assistant.	1.0	0.706723093987	10
18973	0	MARYLIN	Anyway, even Rex seemed perplexed by his intransigence. If I didn't know better, I'd swear Massey had some personal investment in my ruination.	1.0	0.557087182999	23
18974	1	VICK	Look, I'm really sorry, Trace. This is all my fault-- 98.	1.0	0.60724824667	11
18975	0	JULIANNE	I'm taking my next book to Viking.	1.0	0.751263320446	7
18976	0	LORETTA	Ma! Grandpa! No? Okay.	1.0	0.762672424316	4
18977	1	BATMAN	Light it up. 139.	1.0	0.688426494598	4
18978	1	TURKISH	Got his fingers caught in the till. He's no good to anyone.	1.0	0.870470106602	12
18979	1	PETE	I mean, in the hotel.	1.0	0.679144144058	5
18980	1	MATER	I knew I should've done carry-on!	1.0	0.797141313553	6
18981	1	DAGGETT	I just know. (shakes his head) Yes folks, the good news is that there's life after death in heaven. The bad news is that it's as screwed up as here.	1.0	0.915637254715	30
18982	1	PUPKIN	When did he go in?	1.0	0.652160465717	5
18983	0	ARLY	If only we make it in time.	1.0	0.679144144058	7
18984	1	HAMMER	Still ticking. Thanks to the help from the Brothers at the KLF, Hanukkah's safe for now.	1.0	0.927546977997	16
18985	0	LORETTA	I'm calling for your brother Johnny. He's getting married and he wants you to come.	0.0	0.368746072054	15
18986	1	BERNIE	(lowers the window) What's the problem, officer?	1.0	0.900647103786	7
18987	0	SYKES	Jus' keep doin' y'damage girl, keep these mafuckas off my as-- 97.	1.0	0.818286299706	12
18988	1	STU-BONE	Sure. Why?	1.0	0.728154540062	2
18989	0	KIT	What are you gonna do there ?	1.0	0.678406178951	7
18990	1	JAKE	I'm not that guy any more.	1.0	0.734627604485	6
18991	1	PALOMINO	The Lone Wolf!	1.0	0.680789649487	3
18992	1	KAFFEE	Your honor, these are the telephone records from GITMO for August 6th. And these are 14 letters that Santiag wrote in nine months requesting, in fact begging, for a transfer. (to JESSEP) Upon hearing the news that he was finally getting his transfer, Santiag was so excited, that do you know how many people he called? Zero. Nobody. Not one call to his parents saying he was coming home. Not one call to a friend saying can you pick me up at the airport. He was asleep in his bed at midnight, and according to you he was getting on a plane in six hours, yet everything he owned was hanging neatly in his closet and folded neatly in his footlocker. You were leaving for one day and you packed a bag and made three phone calls. Santiago was leaving for the rest of his life, and he hadn't calle a soul and he hadn't packed a thing. Can you explain that? The fact is there was no transfer order. Santiago wasn't going anywhere, isn't that right, Colonel.	1.0	0.947348952293	178
18993	1	CHUCK	Please, no sharks.	1.0	0.709556937218	3
18994	1	KEOUGH	(to Hector) I brought a pork chop, maybe we could hang it around your neck for luck.	1.0	0.846718609333	17
18995	1	VAUGHN	Oh, for Christ's sake.	1.0	0.745136201382	4
18996	1	MOCO	Find him!!	1.0	0.693890750408	2
18997	1	ROCKLIN	One.	1.0	0.679144144058	1
18998	1	WILLY	(thick accent) Kirk! You look like someone made a second number in your breakfast cereal. You are doing okay, yes?	0.0	0.3356782794	20
18999	1	MILO	Can we go someplace else?	1.0	0.679144144058	5
19000	1	OLIVER	Want me to read this? I found it i your books.	1.0	0.654383957386	11
19001	0	RENAI	I'm going to show this to your dad.	1.0	0.676927864552	8
19002	0	ROSALIE	Edward, I'm sorry for what I did. I really am. And I know you're not ready to forgive me... (to Bella) But this isn't the life I'd have chosen for myself. I wish there'd been someone to vote no for me... (she exchanges a glance with Carlisle - then...) So... no. 112.	0.0	0.4445938766	52
19003	1	AMOS	Good now you can have some more.	1.0	0.685089290142	7
19004	0	KATHERINE	Then I must be doing it wrong.	1.0	0.679144144058	7
19005	1	MARCEL	There has to be.	1.0	0.679144144058	4
19006	0	GINA	What's up, Sonny...?	1.0	0.803482949734	3
19007	0	ELIZABETH	Oh, and Hilly's deviled eggs. No paprika!	0.0	0.0680098682642	7
19008	1	NICK	Playing.	1.0	0.679144144058	1
19009	1	MAXIMUS	When everything has calmed down, lead an orderly withdrawal.  Take them home.	1.0	0.950890243053	12
19010	1	ERNEST	I was thinking we should take a break, a weekend. Just the two of us, alone. At the house in Ibiza, or in Paris... wherever you want... you and I.	1.0	0.640248477459	30
19011	1	TODD	It's a big gun.	1.0	0.700804591179	4
19012	1	SCALPER	Second row center, seventy-five clams	1.0	0.76088821888	5
19013	1	LAROCHE	I was trying to order some pink string beans from Argentina.	1.0	0.905477702618	11
19014	1	WOODWARD	--no way--	1.0	0.679144144058	2
